Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,
1,286,171,410,182,Reference,
2,420,171,462,182,No.,
3,224,222,280,237,Page,
4,944,93,1092,107,Purchase,
5,1104,93,1201,107,Order,
6,756,208,894,217,S12001s256,
7,643,222,647,233,lL,
8,660,222,701,233,of2,
9,1068,142,1176,153,Purchase,Order Number
10,1186,142,1260,153,Order,Order Number
11,1266,142,1307,153,No.,Order Number
12,1068,164,1176,175,Purchase,Issuer Date
13,1186,164,1260,175,Order,Issuer Date
14,1266,164,1323,175,Date,Issuer Date
15,1068,193,1156,204,Printed,Print date
16,1162,196,1191,204,on,Print date
17,1070,222,1182,237,Expected,Deliver Date
18,1190,222,1285,233,Receive,Deliver Date
19,1296,222,1352,233,Date,Deliver Date
20,1362,222,1385,233,&,Deliver Date
21,1393,222,1462,233,Time:,Deliver Date
22,1489,164,1619,175,22/09/2020,Issuer Date
23,1489,193,1619,204,23/09/2020,Print date
24,1627,193,1723,204,09:18:15,Print date
25,1494,221,1619,233,11/11/2020,Deliver Date
26,1632,222,1724,233,15:00:00,Deliver Date
28,231,244,322,255,Vendor,Vendor Address
32,1078,244,1170,259,Ship-To,Shipping Address
33,1180,244,1284,255,Location,Shipping Address
36,224,266,295,277,04516,Vendor Address
37,305,266,415,277,AWFAO2,Vendor Address
38,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
39,515,288,557,302,(MD),Vendor Address
40,566,288,622,299,SDN,Vendor Address
41,630,288,689,299,BHD,Vendor Address
42,226,310,281,322,NO.9,Vendor Address
43,290,320,295,324,",",Vendor Address
44,303,310,390,322,JALAN,Vendor Address
45,400,310,432,322,TP,Vendor Address
46,440,310,453,322,2,Vendor Address
47,224,332,324,344,TAMAN,Vendor Address
48,334,332,555,344,PERINDUSTRLIAN,Vendor Address
49,566,332,633,344,SIME,Vendor Address
50,642,333,698,346,"UEP,",Vendor Address
51,223,354,295,366,47600,Vendor Address
52,305,354,419,366,SUBANG,Vendor Address
53,427,354,500,366,JAYA,Vendor Address
54,507,354,658,366,SELANGOR,Vendor Address
55,663,355,758,366,DARUL,Vendor Address
56,764,354,856,366,LLISAN,Vendor Address
57,224,376,260,388,‘Vel,Vendor Address
58,268,380,271,388,:,Vendor Address
59,279,377,433,388,03-56334718,Vendor Address
60,442,369,524,397,563347,Vendor Address
61,537,377,573,388,ax,Vendor Address
62,582,380,585,388,:,Vendor Address
63,592,377,745,388,O3-56341231,Vendor Address
64,1075,266,1142,277,10064,Shipping Address
65,1150,266,1237,277,TW/LD,Shipping Address
66,1070,288,1174,299,Beonsave,Shipping Address
67,1183,288,1238,299,Cash,Shipping Address
68,1246,288,1268,299,&,Shipping Address
69,1275,288,1339,303,Carry,Shipping Address
70,1346,288,1399,302,(LID),Shipping Address
71,1409,288,1451,299,Sdn,Shipping Address
72,1458,288,1503,299,Bhd,Shipping Address
73,1070,311,1108,322,Lot,Shipping Address
74,1116,310,1151,323,"S1,",Shipping Address
75,1162,310,1243,322,Second,Shipping Address
76,1251,310,1317,324,"Floor,",Shipping Address
77,1326,310,1398,322,Darvel,Shipping Address
78,1406,311,1450,325,Bay,Shipping Address
79,1457,310,1520,324,"Plaza,",Shipping Address
80,1070,332,1142,344,91100,Shipping Address
81,1150,332,1217,344,Lahad,Shipping Address
82,1225,333,1284,346,"Datu,",Shipping Address
83,1294,332,1364,344,Sabah,Shipping Address
84,1070,376,1106,388,‘Tel,Shipping Address
85,1114,380,1117,388,:,Shipping Address
86,1124,376,1284,388,O89-868720/1,Shipping Address
87,1380,377,1423,388,liax,Shipping Address
88,1431,380,1434,388,:,Shipping Address
89,1442,377,1582,388,O89-868722,Shipping Address
92,253,1135,276,1146,  ,
97,225,399,295,410,E-mail,
98,304,402,307,410,:,
99,1072,399,1141,410,E-mail,
100,1150,402,1153,410,:,
101,231,422,271,430,Trem,
102,476,406,589,441,Description,
103,1085,422,1123,430,SKU,
104,1136,421,1197,430,Order,
105,1206,421,1246,430,Unit,
106,1335,422,1395,430,Order,
107,1404,422,1450,430,Pack,
108,1547,406,1585,441,Total,
109,1663,421,1703,430,Unit,
110,1711,421,1762,430,Price,
111,1844,422,1921,430,Amouni],
112,231,425,312,459,Rarcede,
113,1090,425,1174,459,Capacity,
114,1413,440,1453,449,Unit],
115,1551,426,1592,461,"ay,",
116,1871,440,1920,450,aan,
117,370,455,429,494,aos,
118,469,469,503,480,[FC,
119,512,469,573,480,URU,
120,581,469,633,480,ALL,
121,640,469,766,480,PURPOSE,
122,773,469,873,480,7ML-PB,
123,881,469,918,480,OF,
124,932,469,935,480,1,
125,948,469,1062,480,91040375,
126,1416,459,1452,490,ao,
127,1531,453,1596,488,40.0),
128,1684,452,1759,487,2.0200,
129,1857,469,1920,480,80.80,
130,240,499,282,529,ao,
131,469,508,503,520,[FC,
132,513,508,600,520,CLICK.,
133,607,508,729,520,BALLPEN,
134,740,508,827,523,(3LUE),
135,835,508,865,520,4S,
136,874,508,962,520,0.5MM,
137,971,508,1053,520,142593,
138,1417,499,1452,529,oo,
139,1535,495,1592,531,50.0],
140,1683,495,1762,531,2.3400},
141,1844,508,1920,520,117.00],
142,269,538,355,569,oes,
143,362,558,419,569,soxe,
144,470,548,504,559,[FC,
145,513,548,598,559,CLICK,
146,608,548,729,559,BALLPEN,
147,740,548,825,562,(ASST),
148,833,548,863,559,4S,
149,872,548,958,559,0.5MM,
150,971,548,1052,559,142594,
151,1191,538,1296,569,LUNES,
152,1417,538,1450,569,ee,
153,1543,548,1592,559,50.0,
154,1683,548,1762,559,2.3400,
155,1846,548,1920,559,117.00],
156,240,578,285,608,ae,
157,469,587,504,599,[FC,
158,513,587,597,599,CLICK,
159,607,587,731,598,BALLPEN,
160,740,587,827,601,(BLUR),
161,835,587,855,599,48,
162,874,587,962,599,0.7MM,
163,971,587,1054,599,142252,
164,1193,578,1296,608,bone,
165,1417,578,1452,608,oo,
166,1542,574,1592,609,30.0],
167,1856,587,1920,599,70.20],
168,225,617,335,648,ee,
169,470,627,504,638,[FC,
170,513,627,598,638,CLICK,
171,609,627,729,638,BALLPEN,
172,740,627,825,641,(ASST),
173,833,627,863,638,4S,
174,872,627,958,638,0.7MM,
175,971,627,1052,638,142254,
176,1417,617,1450,648,ao,
177,1543,627,1592,638,50.0,
178,1683,627,1762,638,2.3400,
179,1846,627,1920,638,117.00],
180,469,666,503,678,[FC,
181,513,666,597,678,CLICK,
182,607,666,731,677,BALLPEN,
183,740,666,813,680,(BLK),
184,821,666,850,678,48,
185,860,666,947,678,0.5MM,
186,956,666,1039,678,142595,
187,1192,657,1296,687,TUNDRA,
188,1417,657,1452,687,oo,
189,1542,654,1592,688,50.0],
190,1684,654,1762,688,2.3400,
191,1844,666,1920,678,117.00,
192,469,706,503,717,[FC,
193,513,706,566,717,GEL,
194,572,706,588,717,PEN,
195,634,706,705,717,TRUE,
196,712,706,765,717,GEL,
197,772,706,806,717,0.5,
198,816,705,918,717,BK/RED,
199,925,706,961,717,BC,
200,1193,696,1296,726,ponte,
201,1287,692,1300,730,|,
202,1542,691,1592,724,20.0],
203,1683,706,1762,717,2.5300,
204,1857,706,1920,717,50.60,
205,469,742,554,754,243503,
206,470,780,503,791,FC,
207,513,780,566,791,GEL,
208,574,780,624,791,PEN,
209,634,780,706,791,TRUE,
210,712,780,765,791,GEL,
211,772,780,806,791,0.5,
212,817,779,912,791,BL/RED,
213,920,780,955,791,BC,
214,1417,770,1450,801,oo,
215,1542,765,1592,798,30.0],
216,1683,780,1762,791,2.5300,
217,1857,780,1920,791,75.90,
218,469,816,554,828,243505,
219,230,844,258,875,Se,
220,470,854,504,865,[FC,
221,513,854,566,865,GEL,
222,574,854,624,865,PEN,
223,634,854,706,865,TRUE,
224,712,854,765,865,GEL,
225,772,854,806,865,0.5,
226,817,853,898,865,BK/BL,
227,906,854,941,865,BC,
228,950,854,1036,865,243504,
229,1417,844,1452,875,oo,
230,1542,854,1592,865,30.0],
231,1856,854,1920,865,75.90,
232,299,879,345,918,Ons,
233,469,893,504,905,[FC,
234,513,893,566,905,GEIL,
235,572,893,626,904,PEN,
236,634,893,705,905,TRUE,
237,712,893,766,905,GFL.,
238,772,893,807,905,0.7,
239,815,893,869,904,BLK,
240,880,893,950,905,2XBC,
241,960,893,1045,905,243802,
242,1428,883,1448,914,eo,
243,1541,879,1592,912,40.0],
244,1684,878,1766,911,2.5300),
245,1844,893,1920,905,101.20,
246,468,933,503,944,[EC,
247,513,933,566,944,GEL,
248,572,933,624,944,PEN,
249,634,933,705,944,TRUE,
250,712,933,765,944,GEL,
251,772,933,807,944,0.7,
252,815,932,934,944,BLK/RED,
253,940,933,1026,944,243803,
254,1417,923,1452,954,ee,
255,1543,917,1592,951,30.0],
256,1683,933,1762,944,2.5300,
257,1857,933,1920,944,75.90,
258,299,958,351,997,ORS,
259,362,982,418,993,osas,
260,469,972,503,983,[FC,
261,513,972,566,983,GEL,
262,572,972,626,983,PEN,
263,634,972,706,983,TRUE,
264,712,972,766,983,GEL,
265,772,972,807,983,0.7,
266,816,972,898,983,BK/BL,
267,904,972,941,983,BC,
268,951,972,1036,983,243804,
269,1416,962,1452,993,ao,
270,1531,956,1591,990,40.0,
271,1684,955,1762,990,2.5300,
272,1847,972,1920,983,101.20,
273,240,1002,310,1032,eo,
274,429,998,456,1036,—,
275,469,1011,504,1023,|FC,
276,513,1011,566,1023,GEL,
277,572,1012,624,1023,PEN,
278,634,1011,705,1023,TRUE,
279,712,1011,765,1023,GEL,
280,772,1011,807,1023,0.7,
281,815,1011,896,1023,BL/RD,
282,903,1011,939,1023,BC,
283,948,1011,1033,1023,243805,
284,1193,1002,1296,1032,ponte,
285,1287,998,1300,1036,|,
286,1417,1002,1452,1032,oo,
287,1542,997,1592,1030,30.0],
288,1683,1011,1762,1023,2.5300,
289,1856,1011,1920,1023,75.90),
290,302,1041,342,1072,er,
291,469,1051,503,1062,IFC,
292,513,1051,566,1062,GEL,
293,572,1051,626,1062,PEN,
294,627,1039,702,1072,TRUE,
295,712,1039,760,1072,GEL,
296,772,1051,807,1062,0.7,
297,816,1051,871,1062,BLU,
298,878,1051,913,1062,2%,
299,919,1051,955,1062,BC,
300,1191,1041,1296,1072,LUNES,
301,1417,1041,1452,1072,ee,
302,1542,1036,1592,1069,30.0],
303,1684,1051,1762,1062,2.5300,
304,1856,1051,1920,1062,75.90),
305,469,1088,553,1099,243801,
306,225,1111,265,1150,SS.,
307,280,1115,349,1146,Oe,
308,469,1125,504,1137,FC,
309,512,1125,594,1137,BASIC,
310,603,1125,685,1136,EXAM,
311,693,1125,742,1136,SET,
312,749,1125,830,1136,212141,
313,1191,1135,1199,1146,1,
314,1204,1115,1296,1146,UNS,
315,1417,1115,1452,1146,oo,
316,1547,1125,1592,1136,10.0],
317,1683,1125,1762,1136,4.6700,
318,1855,1108,1920,1140,46.70),
319,290,1155,358,1185,oo,
320,362,1174,419,1185,5677,
321,468,1165,503,1176,Wee,
322,513,1165,573,1176,ONL,
323,580,1164,679,1176,POUCIL,
324,685,1164,858,1176,CORRLCTOR,
325,866,1165,892,1176,18,
326,904,1164,987,1176,169209,
327,1193,1155,1296,1185,bone,
328,1416,1155,1452,1185,sel,
329,1542,1150,1592,1182,24.0),
330,1683,1164,1762,1176,4.5500,
331,1844,1164,1920,1176,109.20,
332,225,1194,360,1225,eee,
333,378,1214,416,1225,301,
334,470,1204,504,1215,FC,
335,513,1204,573,1215,ONE,
336,580,1204,677,1215,TOUCH,
337,685,1204,856,1215,CORRECTOR,
338,864,1204,956,1215,REFILL,
339,978,1204,992,1215,2S,
340,1006,1204,1080,1215,169204,
341,1191,1194,1296,1225,LUNES,
342,1417,1194,1452,1225,oo,
343,1545,1191,1592,1226,12.0],
344,1673,1191,1762,1226,4.5500,
345,1856,1204,1920,1215,54.60,
351,770,1256,782,1263,*,
352,791,1256,836,1268,This,
353,845,1256,860,1268,is,
354,867,1258,971,1271,computer,
355,978,1256,1091,1271,"generated,",
356,1100,1260,1126,1268,no,
357,1135,1256,1230,1271,signature,
358,1239,1256,1253,1268,is,
359,1262,1256,1372,1271,required.*,
361,1922,416,1924,1230,100000,
