Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,467,60,568,84,BILLION,Issuer Address
1,580,60,696,84,SHOPPING,Issuer Address
2,706,60,793,84,CENTRE,Issuer Address
3,807,61,874,88,(P.B),Issuer Address
4,888,60,936,84,SDN.,Issuer Address
5,947,61,996,84,BHD.,Issuer Address
6,1015,73,1023,75,-,Issuer Address
7,1039,60,1214,84,199001016701,Issuer Address
8,1228,60,1359,88,(208370-W,Issuer Address
9,1371,61,1378,88,),Issuer Address
10,1391,61,1464,83,PARIT,Issuer Address
11,1474,61,1561,84,BUNTAR,Issuer Address
12,48,162,107,188,DELIVERY,Shipping Address
13,113,166,137,179,TO,Shipping Address
14,146,169,148,179,:,Shipping Address
15,604,165,670,182,Supplier,Vendor Address
16,677,166,703,179,No:,Vendor Address
17,720,165,770,178,A00037,Vendor Address
18,48,196,107,209,BILLION,Shipping Address
19,114,196,180,209,SHOPPING,Shipping Address
20,186,196,235,209,CENTRE,Shipping Address
21,244,196,282,211,(P.B),Shipping Address
22,290,196,318,209,SDN.,Shipping Address
23,324,196,352,209,BHD.,Shipping Address
24,603,196,628,209,A.W.,Vendor Address
25,643,196,752,209,FABER-CASTELL,Vendor Address
26,760,196,781,211,(M),Vendor Address
27,789,196,813,209,SDN,Vendor Address
28,819,196,928,211,BHD(040619-U),Vendor Address
29,48,227,73,241,GST,Shipping Address
30,79,228,94,241,ID:,Shipping Address
31,121,227,223,240,000343539712,Shipping Address
32,603,227,628,241,GST,Vendor Address
33,635,228,649,241,ID:,Vendor Address
34,676,227,778,240,002136195072,Vendor Address
35,49,260,61,275,"2,",Shipping Address
36,70,260,145,274,PERSTARAN,Shipping Address
37,152,260,242,275,"SHAHBANDAR,",Shipping Address
38,250,260,292,273,TAMAN,Shipping Address
39,48,286,98,299,KERTAN,Shipping Address
40,104,286,171,299,TAMBAHAN,Shipping Address
41,177,286,199,300,"VI,",Shipping Address
42,208,285,249,299,34200,Shipping Address
43,255,286,297,299,PARIT,Shipping Address
44,48,310,104,325,"BUNTAR,",Shipping Address
45,113,310,154,323,PERAK,Shipping Address
46,48,336,72,349,TEL,Shipping Address
47,81,339,83,349,:,Shipping Address
48,92,337,168,350,057166222,Shipping Address
49,254,336,277,349,FAX,Shipping Address
50,278,330,292,358,:,Shipping Address
51,297,335,372,349,057166221,Shipping Address
52,603,336,627,349,TEL,Vendor Address
53,636,339,638,349,:,Vendor Address
54,648,335,749,349,603-80246363,Vendor Address
55,604,260,642,275,"NO.9,",Vendor Address
56,652,260,692,273,JALAN,Vendor Address
57,698,260,729,275,"TP2,",Vendor Address
58,736,260,778,273,TAMAN,Vendor Address
59,785,260,894,274,PERINDUSTRIAN,Vendor Address
60,901,260,933,274,SIME,Vendor Address
61,604,286,634,300,"UEP,",Vendor Address
62,642,285,683,299,47600,Vendor Address
63,690,285,740,299,SUBANG,Vendor Address
64,746,286,784,300,"JAYA,",Vendor Address
65,793,285,864,299,SELANGOR.,Vendor Address
66,794,336,818,349,FAX,Vendor Address
67,826,339,828,349,:,Vendor Address
68,1145,157,1201,193,Invoice,Invoice Address
69,1208,166,1222,179,To,Invoice Address
70,1579,165,1695,188,PURCHASE,
71,1706,165,1779,188,ORDER,
72,1144,196,1203,209,BILLION,Invoice Address
73,1209,196,1276,209,SHOPPING,Invoice Address
74,1282,196,1331,209,CENTRE,Invoice Address
75,1339,196,1353,211,(P.,Invoice Address
76,1364,196,1378,211,B),Invoice Address
77,1386,196,1409,209,SDN.,Invoice Address
78,1420,196,1448,209,BHD.,Invoice Address
79,1579,197,1606,220,PO,Order Number
80,1616,198,1654,221,No:,Order Number
81,1668,193,1830,217,PBLPB096760,Order Number
82,1144,227,1200,241,GSTID:,Invoice Address
83,1246,227,1347,240,000343539712,Invoice Address
84,1144,259,1157,274,"2,",Invoice Address
85,1166,259,1241,272,PERSTARAN,Invoice Address
86,1248,259,1338,274,"SHAHBANDAR,",Invoice Address
87,1346,259,1388,272,TAMAN,Invoice Address
88,1393,259,1444,272,KERIAN,Invoice Address
89,1143,284,1211,297,TAMBAHAN,Invoice Address
90,1217,284,1239,297,"VI,",Invoice Address
91,1248,284,1289,297,34200,Invoice Address
92,1295,284,1337,297,PARIT,Invoice Address
93,1342,284,1398,298,"BUNTAR,",Invoice Address
94,1407,284,1448,297,PERAK,Invoice Address
95,1143,336,1168,349,TEL,Invoice Address
96,1168,331,1182,358,:,Invoice Address
97,1188,335,1263,349,057166222,Invoice Address
98,1349,336,1373,349,FAX,Invoice Address
99,1381,339,1383,349,:,Invoice Address
100,1392,335,1468,349,057166221,Invoice Address
120,62,385,109,400,TERMS,
121,116,385,133,400,OF,
122,142,385,229,400,PURCHASE:,
123,253,382,261,397,0,
124,530,383,567,398,Date,Issuer Date
125,577,387,579,397,:,Issuer Date
126,589,382,684,397,02/12/2020,Issuer Date
127,793,382,869,401,Delivery,Deliver Date
128,876,383,913,398,Date,Deliver Date
129,922,387,924,397,:,Deliver Date
130,939,382,1035,397,08/12/2020,Deliver Date
