,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,
1,286,171,410,182,Reference,
2,420,171,462,182,No.,
3,224,222,280,237,Page,
4,944,93,1092,107,Purchase,
5,1104,93,1201,107,Order,
6,758,208,892,217,6120031310,
7,1068,142,1176,153,Purchase,Order Number
8,1186,142,1260,153,Order,Order Number
9,1266,142,1307,153,No.,Order Number
10,1068,164,1176,175,Purchase,Issuer Date
11,1186,164,1260,175,Order,Issuer Date
12,1265,164,1323,175,Date,Issuer Date
13,1068,193,1156,204,Printed,Print date
14,1162,196,1191,204,on,Print date
15,1070,222,1182,237,Expected,Deliver Date
16,1190,222,1285,233,Receive,Deliver Date
17,1296,222,1352,233,Date,Deliver Date
18,1362,222,1385,233,&,Deliver Date
19,1393,222,1462,233,Time:,Deliver Date
20,1489,164,1619,175,22/09/2020,Issuer Date
21,1489,193,1619,204,23/09/2020,Print date
22,1627,193,1723,204,09:18:15,Print date
23,1489,221,1619,233,08/10/2020,Deliver Date
24,1632,222,1724,233,15:00:00,Deliver Date
26,231,244,322,255,Vendor,Vendor Address
30,1078,244,1170,259,Ship-To,Shipping Address
31,1180,244,1284,255,Location,Shipping Address
34,224,266,295,277,04516,Vendor Address
35,305,266,415,277,AWFAO2,Vendor Address
36,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
37,515,288,557,302,(MD),Vendor Address
38,566,288,622,299,SDN,Vendor Address
39,630,288,689,299,BHD,Vendor Address
40,226,310,281,322,NO.9,Vendor Address
41,290,320,295,324,",",Vendor Address
42,303,310,390,322,JALAN,Vendor Address
43,400,310,432,322,TP,Vendor Address
44,440,310,453,322,2,Vendor Address
45,224,332,324,344,TAMAN,Vendor Address
46,334,332,555,344,PERINDUSTRLIAN,Vendor Address
47,566,332,633,344,SIME,Vendor Address
48,642,333,698,346,"UEP,",Vendor Address
49,223,354,295,366,47600,Vendor Address
50,305,354,419,366,SUBANG,Vendor Address
51,427,354,500,366,JAYA,Vendor Address
52,507,354,658,366,SELANGOR,Vendor Address
53,663,355,758,366,DARUL,Vendor Address
54,764,354,856,366,LLISAN,Vendor Address
55,224,376,260,388,‘Vel,Vendor Address
56,268,380,271,388,:,Vendor Address
57,279,377,433,388,03-56334718,Vendor Address
58,442,369,524,397,563347,Vendor Address
59,537,377,573,388,ax,Vendor Address
60,582,380,585,388,:,Vendor Address
61,592,377,745,388,O3-56341231,Vendor Address
62,1075,266,1141,277,10029,Shipping Address
63,1150,266,1188,277,RU,Shipping Address
64,1070,288,1174,299,Beonsave,Shipping Address
65,1183,288,1238,299,Cash,Shipping Address
66,1246,288,1268,299,&,Shipping Address
67,1275,288,1339,303,Carry,Shipping Address
68,1346,288,1401,302,(RU),Shipping Address
69,1410,288,1453,299,Sdn,Shipping Address
70,1460,288,1505,299,Bhd,Shipping Address
71,1070,310,1140,323,"NO.1,",Shipping Address
72,1150,310,1270,322,LORONG,Shipping Address
73,1277,310,1362,322,TERAS,Shipping Address
74,1371,310,1441,322,JAYA,Shipping Address
75,1450,310,1469,324,"6,",Shipping Address
76,1479,311,1546,322,KAW,Shipping Address
77,1554,310,1734,322,PERNIAGAAN,Shipping Address
78,1745,310,1831,322,TERAS,Shipping Address
79,1839,310,1915,324,"JAYA,",Shipping Address
80,1073,332,1142,344,13400,Shipping Address
81,1149,332,1364,346,BUTTERWORTIL,Shipping Address
82,1373,332,1464,344,PULAU,Shipping Address
83,1473,332,1581,344,PINANG,Shipping Address
84,1070,376,1106,388,‘Vel,Shipping Address
85,1114,380,1117,388,:,Shipping Address
86,1124,376,1300,388,04-3247012/13,Shipping Address
87,1431,380,1434,388,:,Shipping Address
88,1442,376,1583,388,04-3247014,Shipping Address
92,225,399,307,410,E-mail:,
93,1072,399,1153,410,E-mail:,
94,231,422,260,430,Trem,
95,476,407,589,441,Description,
96,1085,421,1197,430,SKU/Order,
97,1206,421,1246,430,Unit,
98,1335,422,1395,430,Order,
99,1404,422,1450,430,Pack,
100,1547,407,1590,441,Toral|,
101,1663,421,1703,430,Unie,
102,1711,421,1762,430,Price,
103,1844,422,1921,430,Amoung],
104,231,425,312,459,Rarcede,
105,1090,425,1174,459,Capacity,
106,1551,425,1591,460,"Qry,",
107,1713,440,1755,450,cans,
108,469,469,503,480,[FC,
109,512,469,573,480,URU,
110,580,469,673,480,HAPPY,
111,680,469,753,480,GLUE,
112,760,469,789,480,2s,
113,798,469,911,480,93040145,
114,1192,459,1296,490,TUNDRA,
115,1542,453,1592,486,20.0],
116,1684,469,1762,480,2.2600,
117,1855,469,1920,480,45.20,
118,378,518,419,529,827,
119,469,508,503,520,PC,
120,514,509,571,520,ULIU,
121,581,508,663,520,STICK.,
122,672,508,726,520,8.2G,
123,734,508,849,520,92000060,
124,1545,494,1595,526,10.0),
125,1683,508,1762,520,4.8300,
126,1855,492,1920,524,48.30),
127,225,538,316,569,eo,
128,367,534,417,573,5003,
129,470,548,504,559,FC,
130,513,548,598,559,CLICK,
131,608,548,729,559,BALLPEN,
132,740,548,827,562,(BLUE),
133,835,548,865,559,4S,
134,874,548,960,559,0.5MM,
135,973,548,1053,559,142593,
136,1191,538,1296,569,LUNES,
137,1542,548,1584,559,20.0,
138,1683,548,1762,559,2.3400,
139,1855,548,1920,559,46.80),
140,354,574,414,612,ASAI,
141,469,587,504,599,FC,
142,514,587,559,598,ATR,
143,567,587,620,599,GRIL,
144,627,587,680,598,PEN,
145,689,587,723,599,0.5,
146,732,587,803,599,BLUE,
147,813,587,840,599,1S,
148,849,587,929,599,640101,
149,1193,578,1296,608,bone,
150,1545,573,1592,605,10.0,
151,1684,587,1762,599,2.5300),
152,1893,587,1920,599,30,
153,225,617,342,648,EO,
154,360,617,419,648,4372,
155,470,627,504,638,FC,
156,513,627,560,638,AIR,
157,567,627,620,638,GEL,
158,628,627,679,638,PEN,
159,689,627,722,638,0.5,
160,733,627,827,638,BLACK,
161,841,627,865,638,1S,
162,874,627,959,638,640102,
163,1547,627,1592,638,10.0],
164,1683,611,1762,644,2.5300,
165,1856,627,1920,638,25.30,
166,243,657,282,687,ee,
167,469,666,503,678,[FC,
168,670,666,735,678,MINT,
169,871,666,898,678,1S,
170,909,666,987,678,155601,
171,1192,657,1296,687,TUNDRA,
172,1422,657,1452,687,ee,
173,1545,651,1592,684,10.0],
174,1686,666,1762,678,1.6600,
175,1858,666,1920,678,16.60],
176,243,696,301,726,i,
177,429,692,456,730,—,
178,469,706,540,717,|CLAS,
179,550,706,649,717,SINGLE,
180,656,706,731,717,HOLE,
181,738,706,902,717,SHARPENER,
182,909,706,994,717,584800,
183,1193,696,1296,726,ponte,
184,1287,692,1300,730,|,
185,1417,696,1452,726,oe,
186,1543,691,1588,724,10.0,
187,1683,706,1762,717,2.9300,
188,1855,706,1920,717,29.30,
189,308,735,358,766,0.,
190,469,745,503,756,FO,
191,513,745,573,756,ONE,
192,580,745,678,756,TOUCH,
193,685,745,855,756,CORRECTOR,
194,868,745,892,756,1S,
195,906,745,987,756,169209,
196,1193,755,1241,766,TUNE,
197,1417,735,1452,766,oo,
198,1547,745,1592,756,12.0],
199,1683,745,1762,756,4.5500,
200,1856,745,1920,756,54.60),
201,468,784,503,796,[EC,
202,513,784,573,796,ONE,
203,580,784,679,796,TOUCIL,
204,685,784,858,796,CORRECTOR,
205,862,785,956,796,REFILL,
206,962,784,992,796,2S,
207,1004,784,1073,796,16920:,
208,1417,775,1449,806,oo,
209,1545,771,1592,806,12.0],
210,1683,784,1762,796,4.5500,
211,1856,784,1920,796,54.60,
212,308,810,351,849,000,
213,377,834,419,845,aco,
214,470,824,504,835,[FC,
215,513,824,573,835,ONE,
216,580,824,677,835,TOUCH,
217,685,824,856,835,CORRECTOR,
218,864,824,1011,835,BC+REFILL,
219,1022,824,1074,835,1692,
220,1191,814,1296,845,LUNES,
221,1417,814,1447,845,xe,
222,1545,808,1592,843,12.0],
223,1684,824,1762,835,6.1900,
224,1856,824,1920,835,74.28),
225,225,854,374,884,ee,
226,347,850,373,888,s3,
227,382,873,417,884,133,
228,469,863,504,875,FC,
229,512,863,605,875,MAGIC:,
230,614,863,731,875,COTOUR,
231,739,863,793,874,PEN,
232,804,863,845,875,128,
233,857,863,940,875,154312,
234,1193,873,1252,884,pont,
235,1417,854,1452,884,oe,
236,1545,863,1592,875,12.0,
237,1684,863,1762,875,3.1900),
238,1856,863,1920,875,38.28,
239,227,893,334,924,Seo,
240,470,903,504,914,FC,
241,514,903,626,914,PLASTIC,
242,635,903,723,914,RULER,
243,736,903,804,914,18CM,
244,817,903,898,914,178318,
245,1191,893,1296,924,LUND,
246,1417,893,1447,924,oe,
247,1531,887,1592,920,40.0],
248,1688,903,1762,914,1.5000,
249,1856,903,1920,914,60.00),
250,224,1210,292,1222,Grand,
251,300,1210,357,1222,Total,
252,364,1211,450,1222,Amount,
253,1842,1211,1920,1222,518.56],
261,268,1244,280,1252,&,
262,284,1244,363,1252,Conditions,
263,365,1233,375,1261,:,
264,376,1244,422,1252,Please,
265,426,1244,463,1254,brim,
266,223,1256,240,1263,je,
267,245,1256,297,1265,rejected,
268,302,1256,396,1265,autormatically.,
269,404,1256,425,1263,AN,
270,432,1258,434,1263,1,
273,475,1244,506,1254,Jong,
275,464,1256,496,1263,shall,
276,501,1256,518,1263,be,
277,529,1256,586,1265,separated,
278,592,1256,679,1265,individually,
279,684,1258,696,1263,in,
280,701,1258,713,1263,on,
281,224,1267,295,1275,nints/oller,
282,298,1267,344,1277,ofwills,
283,350,1269,363,1275,to,
284,367,1268,435,1275,Loonsave,
285,439,1267,471,1275,Stuf,
286,471,1256,499,1284,Wwill,
287,503,1268,542,1275,result,
288,547,1270,561,1275,in,
289,565,1268,634,1275,immediate,
290,705,1268,782,1275,ofaccounts,
291,787,1268,799,1275,&,
294,741,1257,755,1263,to,
295,760,1256,825,1263,armothen,
296,830,1256,858,1263,the,
298,522,1247,555,1254,copy,
299,560,1244,598,1252,ofthe,
300,601,1244,642,1252,Order,
301,646,1244,683,1252,when,
302,687,1244,759,1254,delivering:,
303,814,1244,848,1252,Lach,
304,852,1244,916,1252,Purchase,
305,919,1245,950,1252,mst,
306,956,1244,972,1252,be,
307,975,1244,1032,1252,allached,
308,1038,1244,1069,1252,with,
309,1074,1246,1090,1252,its,
310,1095,1247,1126,1252,own,
311,1130,1244,1202,1254,delivering,
312,1206,1244,1300,1252,"order/inveive,",
313,1308,1244,1368,1254,Delivery,
314,1373,1246,1432,1254,quantity,
315,1437,1244,1469,1252,sball,
316,1474,1244,1524,1254,comply,
317,1530,1246,1543,1252,(o,
318,1548,1244,1569,1252,Uke,
319,1572,1244,1635,1254,purchase,
320,1638,1244,1675,1252,order,
321,1678,1246,1741,1254,"quantity,",
322,1745,1244,1816,1252,additional,
323,1885,1244,1912,1252,will,
324,899,1258,919,1263,ing,
325,925,1258,976,1265,process.,
326,985,1256,1032,1263,Unless,
327,1037,1257,1104,1263,overwrite,
328,1107,1256,1126,1265,by,
329,1130,1256,1189,1263,National,
330,1195,1256,1258,1265,"Contmet,",
331,1262,1256,1278,1263,all,
332,1284,1256,1326,1265,goods,
333,1331,1258,1351,1263,are,
334,1355,1258,1372,1263,on,
335,1376,1256,1398,1263,the,
336,1402,1257,1490,1265,consiznnent,
337,1494,1256,1530,1263,basis,
338,1535,1256,1559,1263,and,
339,1564,1244,1634,1272,retumable,
340,1637,1244,1705,1272,whenever,
341,1709,1256,1751,1265,sods,
342,1756,1257,1802,1263,canner,
343,1806,1256,1823,1263,be,
344,1827,1256,1857,1263,sold.,
345,1866,1256,1896,1265,Any,
348,770,1283,782,1290,>*,
349,791,1283,836,1295,This,
350,845,1283,859,1295,is,
351,867,1285,972,1298,computer,
352,978,1283,1091,1298,"generated,",
353,1100,1287,1126,1295,no,
354,1135,1283,1230,1298,signature,
355,1239,1283,1253,1295,is,
