Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,425,60,527,84,BILLION,Issuer Address
1,539,60,655,84,SHOPPING,Issuer Address
2,665,60,752,84,CENTRE,Issuer Address
3,766,60,953,87,(BUTTERWORTH),Issuer Address
4,967,60,1008,84,SDN,Issuer Address
5,1019,61,1061,83,BHD,Issuer Address
6,1072,73,1080,75,-,Issuer Address
7,1095,60,1271,84,199101006927,Issuer Address
8,1285,60,1427,88,(217237-A),Issuer Address
9,1440,60,1602,84,BUTTERWORTH,Issuer Address
10,48,162,107,188,DELIVERY,Shipping Address
11,113,166,137,179,TO,Shipping Address
12,146,169,148,179,:,Shipping Address
13,604,165,670,182,Supplier,Vendor Address
14,677,166,703,179,No:,Vendor Address
15,720,165,770,178,A00037,Vendor Address
16,48,196,107,209,BILLION,Shipping Address
17,114,196,180,209,SHOPPING,Shipping Address
18,186,196,235,209,CENTRE,Shipping Address
19,244,196,351,211,(BUTTERWORTH),Shipping Address
20,359,196,382,209,SDN,Shipping Address
21,389,196,413,209,BHD.,Shipping Address
22,603,196,628,209,A.W.,Vendor Address
23,643,196,752,209,FABER-CASTELL,Vendor Address
24,760,196,781,211,(M),Vendor Address
25,789,196,813,209,SDN,Vendor Address
26,819,196,928,211,BHD(040619-U),Vendor Address
27,121,227,223,240,002004615168,Shipping Address
28,603,227,628,241,GST,Vendor Address
29,635,228,649,241,ID:,Vendor Address
30,676,227,778,240,002136195072,Vendor Address
31,48,260,87,275,"7009,",Shipping Address
32,96,260,120,274,SEK,Shipping Address
33,121,256,139,282,"2,",Shipping Address
34,148,260,189,274,JALAN,Shipping Address
35,194,260,245,274,TELAGA,Shipping Address
36,250,260,281,275,"AIR,",Shipping Address
37,290,260,331,274,12200,Shipping Address
38,48,285,141,299,BUTTERWORTH,Shipping Address
39,148,285,158,299,S.,Shipping Address
40,165,286,188,299,P.,Shipping Address
41,179,281,188,308,U,Shipping Address
42,604,286,634,300,"UEP,",Vendor Address
43,642,285,683,299,47600,Vendor Address
44,690,285,740,299,SUBANG,Vendor Address
45,746,286,784,300,"JAYA,",Vendor Address
46,793,285,864,299,SELANGOR.,Vendor Address
47,48,336,72,349,TEL,Shipping Address
48,81,339,83,349,:,Shipping Address
49,92,337,167,350,043235221,Shipping Address
50,254,336,277,349,FAX,Shipping Address
51,278,330,292,358,:,Shipping Address
52,297,335,372,349,043231225,Shipping Address
53,603,336,627,349,TEL,Vendor Address
54,636,339,638,349,:,Vendor Address
55,647,335,740,349,03-80246363,Vendor Address
56,604,260,642,275,"NO.9,",Vendor Address
57,652,260,692,273,JALAN,Vendor Address
58,698,260,729,275,"TP2,",Vendor Address
59,736,260,778,273,TAMAN,Vendor Address
60,785,260,894,274,PERINDUSTRIAN,Vendor Address
61,901,260,933,274,SIME,Vendor Address
62,794,336,818,349,FAX,Vendor Address
63,826,339,828,349,:,Vendor Address
64,837,335,930,349,03-80247886,Vendor Address
65,1137,155,1202,195,Invoice,Invoice Address
66,1208,166,1224,179,To,Invoice Address
67,1579,165,1695,188,PURCHASE,
68,1706,165,1779,188,ORDER,
69,1144,196,1203,209,BILLION,Invoice Address
70,1209,196,1276,209,SHOPPING,Invoice Address
71,1282,196,1331,209,CENTRE,Invoice Address
72,1339,196,1447,211,(BUTTERWORTH),Invoice Address
73,1455,196,1478,209,SDN,Invoice Address
74,1484,196,1508,209,BHD,Invoice Address
75,1579,197,1606,220,PO,Order Number
76,1616,198,1654,221,No:,Order Number
77,1668,193,1829,217,PBLBW103272,Order Number
78,1144,227,1200,241,GSTID:,Invoice Address
79,1246,227,1348,240,002004615168,Invoice Address
80,1144,259,1183,274,"7009,",Invoice Address
81,1192,259,1216,272,SEK,Invoice Address
82,1217,255,1235,281,"2,",Invoice Address
83,1244,259,1284,272,JALAN,Invoice Address
84,1290,259,1341,272,TELAGA,Invoice Address
85,1346,259,1377,274,"AIR,",Invoice Address
86,1386,259,1426,272,12200,Invoice Address
87,1144,284,1237,297,BUTTERWORTH,Invoice Address
88,1244,284,1254,297,S.,Invoice Address
89,1261,284,1267,297,P.,Invoice Address
90,1278,284,1284,297,U,Invoice Address
91,1143,336,1168,349,TEL,Invoice Address
92,1169,330,1184,358,:,Invoice Address
93,1188,335,1263,349,043235221,Invoice Address
94,1349,336,1373,349,FAX,Invoice Address
95,1381,339,1383,349,:,Invoice Address
96,1392,335,1468,349,043231225,Invoice Address
116,62,385,109,400,TERMS,
117,116,385,133,400,OF,
118,142,385,229,400,PURCHASE:,
119,253,382,261,397,0,
120,530,383,567,398,Date,Issuer Date
121,577,387,579,397,:,Issuer Date
122,589,382,684,397,03/12/2020,Issuer Date
123,793,382,869,401,Delivery,Deliver Date
124,876,383,913,398,Date,Deliver Date
125,922,387,924,397,:,Deliver Date
126,939,382,1035,397,04/12/2020,Deliver Date
127,1217,382,1387,398,CancellationDate:,Cancellation date
128,1408,382,1501,397,18/01/2021,Cancellation date
129,1869,383,1902,398,Page,
130,1910,383,1923,396,:1,
131,1935,382,1950,396,of,
132,1963,383,1968,396,1,
133,63,414,108,432,Buyer,
134,119,418,121,429,:,
135,136,413,153,428,47,
136,239,409,333,437,STATIONERY,
137,561,416,567,423,*,
138,574,416,630,430,REMARK,
139,640,413,674,430,:BTS,
140,681,413,737,428,MAILER,
141,745,413,781,428,2020,
142,59,458,76,474,NO,
143,78,454,93,482,|,
144,107,458,173,474,PRODUCT,
145,426,454,530,482,DESCRIPTION,
