Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
1,73,61,144,75,Purchase,
2,145,57,186,84,Order,
3,190,61,245,75,Issued,
4,253,61,271,78,by,
5,73,90,95,105,TF,Issuer Address
6,102,90,230,106,VALUE-MART,Issuer Address
7,237,90,275,106,SDN,Issuer Address
8,284,90,324,105,BHD,Issuer Address
9,99,121,145,134,47600,Issuer Address
10,98,144,170,159,"NO.342A,",Issuer Address
11,176,144,248,158,TINGKAT,Issuer Address
12,255,144,302,160,"ATAS,",Issuer Address
13,97,164,153,178,TAMAN,Issuer Address
14,162,164,228,178,SERAYA,Issuer Address
15,236,164,285,178,INDAH,Issuer Address
16,294,175,296,179,",",Issuer Address
17,881,61,951,75,Purchase,
18,958,61,991,75,from,
19,997,61,1078,78,Registered,
20,1084,61,1118,75,GST,
21,1123,61,1186,78,Supplier,
22,881,90,989,105,A.W.FABER,Vendor Address
23,997,90,1121,108,CASTELL(M),Vendor Address
24,1127,90,1166,106,SDN,Vendor Address
25,1174,90,1214,105,BHD,Vendor Address
26,909,121,928,134,Co,Vendor Address
27,936,121,964,138,Reg,Vendor Address
28,972,121,996,134,No:,Vendor Address
29,1003,121,1074,134,040619-U,Vendor Address
30,1096,121,1129,134,GST,Vendor Address
31,1137,121,1165,138,Reg,Vendor Address
32,1172,121,1192,134,No:,Vendor Address
33,1204,121,1314,134,002136195072,Vendor Address
34,1335,121,1363,134,Tax,Vendor Address
35,1369,120,1408,134,Code:,Vendor Address
36,909,150,985,167,"NO.9,}LN",Vendor Address
37,992,150,1027,165,"TP2,",Vendor Address
38,1034,150,1067,163,TMN,Vendor Address
39,1076,150,1211,163,PERINDUSTRIAN,Vendor Address
40,1219,150,1257,163,SIME,Vendor Address
41,1266,150,1303,165,"UEP,",Vendor Address
42,1663,57,1736,83,Supplier,
43,1740,61,1779,78,Copy,
44,1897,63,1950,80,Page,
45,1934,58,1948,84,2,
46,1957,62,1983,76,of,
47,1973,58,1987,84,3,
48,1736,135,1844,155,Purchase,
49,1852,135,1918,155,Order,
70,98,184,143,198,09000,Issuer Address
71,150,184,204,200,"KULIM,",Issuer Address
72,909,179,954,192,47600,Vendor Address
73,961,179,1083,196,SUBANG,Vendor Address
74,1028,175,1042,201,J,Vendor Address
75,1041,179,1083,196,"AYA,",Vendor Address
76,98,200,158,246,KEDAR.,Issuer Address
77,909,204,1006,241,SEFANGOR:,Vendor Address
78,1679,214,1730,232,Kindly,
79,1736,210,1798,236,Present,
80,1802,210,1835,236,This,
81,1843,214,1865,228,PO,
82,1872,218,1911,231,upon,
83,98,238,121,252,Tel:,Issuer Address
84,152,239,178,252,Fax:,Issuer Address
85,908,238,931,252,Tel:,Vendor Address
86,942,239,1040,252,03-80246363,Vendor Address
87,1062,239,1092,252,Fax:,Vendor Address
88,1099,239,1198,252,03-80247886,Vendor Address
89,1531,237,1552,251,PO,
90,1560,237,1604,251,Refno,
91,1610,240,1626,249,->,
92,1679,235,1744,252,Delivery,
93,1750,235,1766,249,of,
94,1770,235,1822,249,Goods,
95,102,283,176,297,DeliverTo,
96,193,273,210,304,|,
97,215,284,245,297,KLM,Shipping Address
98,254,291,256,293,-,Shipping Address
