,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,
1,286,171,410,182,Reference,
2,420,171,462,182,No.,
3,224,222,280,237,Page,
4,944,93,1092,107,Purchase,
5,1104,93,1201,107,Order,
6,754,208,894,217,S120016008,
7,638,222,701,233,2of2,
8,1068,142,1176,153,Purchase,Order Number
9,1186,142,1260,153,Order,Order Number
10,1266,142,1307,153,No.,Order Number
11,1068,164,1176,175,Purchase,Issuer Date
12,1186,164,1260,175,Order,Issuer Date
13,1266,164,1323,175,Date,Issuer Date
14,1068,193,1156,204,Printed,Print date
15,1162,196,1191,204,on,Print date
16,1070,222,1182,237,Expected,Deliver Date
17,1190,222,1285,233,Receive,Deliver Date
18,1296,222,1352,233,Date,Deliver Date
19,1362,222,1385,233,&,Deliver Date
20,1393,222,1462,233,Time:,Deliver Date
21,1458,146,1462,153,:,Order Number
22,1458,168,1462,175,2,Issuer Date
23,1489,164,1619,175,22/09/2020,Issuer Date
24,1458,196,1462,204,2,Print date
25,1489,193,1619,204,23/09/2020,Print date
26,1627,193,1724,204,09:18:16,Print date
27,1494,221,1619,233,11/11/2020,Deliver Date
28,1632,222,1724,233,15:00:00,Deliver Date
30,231,244,322,255,Vendor,Vendor Address
34,1078,244,1170,259,Ship-To,Shipping Address
35,1180,244,1284,255,Location,Shipping Address
38,224,266,295,277,04516,Vendor Address
39,305,266,415,277,AWFAO2,Vendor Address
40,225,288,508,299,A.W.FABER-CASTELL,Vendor Address
41,515,288,557,302,(MD),Vendor Address
42,566,288,622,299,SDN,Vendor Address
43,630,288,689,299,BHD,Vendor Address
44,1075,266,1141,277,10069,Shipping Address
45,1150,266,1192,277,BIP,Shipping Address
46,1070,288,1223,299,ECONSAVE,Shipping Address
47,1230,288,1306,299,CASH,Shipping Address
48,1313,288,1335,299,&,Shipping Address
49,1342,288,1439,299,CARRY,Shipping Address
50,1446,288,1504,302,(EM),Shipping Address
51,1514,288,1570,299,SDN,Shipping Address
52,1578,288,1637,299,BHD,Shipping Address
62,224,1201,522,1214,  ,
63,226,310,281,322,NO.9,Vendor Address
64,290,320,295,324,",",Vendor Address
65,303,310,390,322,JALAN,Vendor Address
66,400,310,432,322,TP,Vendor Address
67,441,310,453,322,2,Vendor Address
68,1072,310,1120,322,LOT,Shipping Address
69,1123,310,1195,324,"4173,",Shipping Address
70,1207,310,1357,322,ECONSAVE,Shipping Address
71,1365,310,1643,324,"ITYPERMARKETNO.1,",Shipping Address
72,1653,310,1773,322,BINTULU,Shipping Address
73,1782,310,1923,322,PARAGONt,Shipping Address
74,224,332,324,344,TAMAN,Vendor Address
75,334,332,555,344,PERINDUSTRLIAN,Vendor Address
76,566,332,633,344,SIME,Vendor Address
77,642,333,698,346,"UEP,",Vendor Address
78,1071,332,1213,344,SARAWAK,Shipping Address
79,224,354,295,366,47600,Vendor Address
80,305,354,419,366,SUBANG,Vendor Address
81,427,354,500,366,JAYA,Vendor Address
82,507,354,658,366,SELANGOR,Vendor Address
83,663,355,758,366,DARUL,Vendor Address
84,764,354,856,366,LLISAN,Vendor Address
85,224,376,260,388,‘Vel,Vendor Address
86,268,380,271,388,:,Vendor Address
87,279,377,433,388,03-56334718,Vendor Address
88,442,369,524,397,563347,Vendor Address
89,537,377,573,388,ax,Vendor Address
90,582,380,585,388,:,Vendor Address
91,592,377,745,388,O3-56341231,Vendor Address
92,1070,376,1106,388,‘Tel,Shipping Address
93,1114,380,1117,388,:,Shipping Address
94,1124,376,1287,388,O85-664348/9,Shipping Address
95,1380,377,1423,388,liax,Shipping Address
96,1431,380,1434,388,:,Shipping Address
97,1442,377,1583,388,O85-664350,Shipping Address
98,226,399,307,410,E-mail:,
99,1072,399,1153,410,E-mail:,
100,231,422,272,430,Tem,
101,476,411,589,439,Description,
102,1085,421,1197,430,SKU/Order,
103,1206,421,1246,430,Unit,
104,1335,422,1395,430,Order,
105,1404,422,1450,430,Pack,
106,1547,411,1585,439,Total,
107,1663,421,1703,430,Unit,
108,1711,421,1762,430,Price|,
109,1844,422,1921,430,Amoung],
110,231,430,310,458,Barcode,
111,1090,430,1175,458,Capacity,
112,1413,440,1453,449,Unit],
113,1713,440,1762,450,arn),
114,1871,440,1920,450,ann,
115,225,459,353,471,543700010,
116,1249,459,1296,471,10.0],
117,1417,459,1452,471,3.0],
118,232,479,419,490,0556089006804,
119,469,469,551,480,EXAM,
120,558,469,663,480,ERASER,
121,676,469,755,480,187133,
122,1192,479,1292,490,LUND,
123,1417,479,1452,490,oo,
124,1531,461,1597,489,30.0},
125,1688,469,1762,480,1.7100],
126,1856,469,1920,480,51.30],
127,225,499,353,510,543780006,
128,695,508,700,509,-,
129,876,508,879,509,-,
130,976,508,981,509,-,
131,1250,491,1296,519,10.0},
132,1405,491,1457,519,2.0},
133,1710,508,1713,509,5,
134,499,509,542,512,INC.,
135,838,508,933,517,226721-:,
136,982,508,986,512,+,
137,1543,508,1554,517,2,
138,1684,508,1695,516,2,
139,232,518,419,529,9556089003940,
140,576,509,649,520,LEAD,
141,656,508,831,520,4PCSX0.7MM,
142,838,508,986,520,226721-4BC,
143,1417,518,1452,529,ool,
144,1531,501,1592,529,20.0},
145,1683,501,1766,529,2.9700),
146,1856,508,1920,520,59.40},
147,225,538,353,550,543780018,
148,1249,538,1296,550,10.0,
149,1417,538,1452,550,2.0],
150,536,548,542,558,>,
151,700,548,773,559,“SXO.5,
152,852,548,933,559,26520-:,
153,981,548,986,551,>,
154,1542,548,1575,559,20.,
155,1674,541,1703,569,2.,
156,1856,557,1889,559,59.,
157,232,558,417,569,9556089003933,
158,470,548,570,559,PENCIL,
159,577,548,649,559,LEAD,
160,656,548,829,559,4PCSX0.5MM,
161,838,548,983,559,226520-4BC,
162,1191,558,1292,569,vont.,
163,1417,558,1452,569,oo,
164,1556,548,1592,559,0.0},
165,1705,548,1762,559,9700],
166,1858,548,1920,559,59.40],
167,300,1167,358,1179,Total,
168,363,1168,451,1179,Amount,
169,1823,1167,1920,1180,"1,396.50)",
170,480,1203,505,1210,ong,
171,508,1189,553,1217,a.copy,
172,560,1201,598,1208,ofthe,
173,601,1201,639,1208,Order,
174,646,1201,674,1208,when,
175,687,1201,759,1208,delivering,
176,763,1201,805,1210,goods.,
177,814,1201,847,1208,Fach,
178,852,1201,915,1208,Purchase,
179,920,1202,949,1208,mst,
180,955,1201,969,1208,be,
181,975,1201,1032,1208,attached,
182,1038,1201,1068,1208,with,
183,1075,1203,1090,1208,its,
184,1095,1189,1120,1217,own,
185,1122,1189,1200,1217,delivering,
186,1206,1189,1305,1217,order/invoice.,
187,1308,1201,1368,1210,Delivery,
188,1373,1202,1431,1210,quantity,
189,1437,1201,1469,1208,shal,
190,1469,1189,1522,1217,conply,
191,1522,1202,1543,1208,to,
192,1547,1201,1568,1208,the,
193,1573,1201,1672,1210,purchase,
194,1635,1189,1673,1217,order,
195,1678,1203,1741,1210,"quantity,",
196,1740,1189,1815,1217,additional,
197,1821,1202,1880,1210,quantity,
198,1886,1201,1911,1208,will,
199,591,1213,656,1220,indivictua,
200,692,1203,737,1231,‘order,
201,742,1214,753,1220,to,
202,770,1213,826,1220,smpothen,
203,831,1213,839,1220,the,
204,855,1203,919,1231,receiving,
205,924,1203,976,1231,process.,
206,986,1213,1032,1220,Unless,
207,1037,1214,1104,1220,overwrite,
208,1108,1213,1125,1222,by,
209,1130,1213,1190,1220,National,
210,1195,1213,1258,1221,"Contract,",
211,1262,1212,1279,1220,all,
212,1280,1203,1325,1231,goods,
213,1331,1215,1351,1220,are,
214,1355,1215,1372,1220,on,
215,1376,1213,1398,1220,the,
216,1495,1213,1530,1220,basis,
217,1535,1213,1559,1220,and,
218,1558,1203,1635,1231,retumable,
219,1634,1203,1705,1231,whenever,
220,1709,1213,1750,1222,goods,
221,1756,1214,1802,1220,cannot,
222,1807,1213,1823,1220,be,
223,1827,1213,1857,1220,sold.,
224,1865,1213,1895,1222,Any,
225,638,1212,659,1240,tern,
229,657,1213,698,1231,  ,
231,773,1215,858,1234,    ,
234,771,1227,791,1245,   ,
235,791,1240,836,1252,‘This,
236,844,1244,860,1252,is,
237,867,1242,971,1255,Computer,
238,978,1240,1091,1255,"generated,",
239,1099,1244,1126,1252,no,
240,1135,1240,1230,1255,signature,
241,1238,1240,1253,1252,is,
