Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,301,141,585,196,Google,
1,303,212,405,229,Google,Issuer Address
2,415,212,476,226,Asia,Issuer Address
3,490,212,583,226,Pacific,Issuer Address
4,595,212,648,226,Pte.,Issuer Address
5,662,212,711,226,Ltd.,Issuer Address
6,303,238,336,252,7O,Issuer Address
7,349,238,421,252,Pasir,Issuer Address
8,432,238,547,256,Panjang,Issuer Address
9,561,238,634,252,Road,Issuer Address
10,302,264,409,280,"#03-71,",Issuer Address
11,423,264,564,281,Mapletree,Issuer Address
12,577,264,706,278,Business,Issuer Address
13,303,290,357,308,City,Issuer Address
14,303,316,448,334,Singapore,Issuer Address
15,462,316,559,330,117371,Issuer Address
16,302,350,354,364,Tax,
17,366,350,564,364,Identification,
18,578,350,699,364,Number,
19,302,376,487,390,200817984R,
20,304,402,349,416,Bill,Shipping Address
21,361,402,406,416,To:,Shipping Address
22,303,428,398,446,Syslab,Shipping Address
23,408,429,597,446,Technologies,Shipping Address
24,609,428,663,442,Sdn,Shipping Address
25,677,429,730,442,Bhd,Shipping Address
26,304,455,438,468,NADEEM,Shipping Address
27,452,455,592,469,HUSSAIN,Shipping Address
28,303,481,368,495,3-4B,Shipping Address
29,382,481,515,495,Incubator,Shipping Address
30,525,481,548,497,"3,",Shipping Address
31,561,481,724,498,Technology,Shipping Address
32,304,507,368,521,Park,Shipping Address
33,379,507,504,525,Malaysia,Shipping Address
34,304,533,373,547,Bukit,Shipping Address
35,384,533,436,547,Jalil,Shipping Address
36,303,559,390,573,57000,Shipping Address
37,403,559,482,573,Kuala,Shipping Address
38,495,560,604,577,Lumpur,Shipping Address
39,304,585,407,599,KUALA,Shipping Address
40,419,585,554,599,LUMPUR,Shipping Address
41,304,612,428,629,Malaysia,Shipping Address
43,1246,219,1348,237,Google,
44,1359,220,1491,233,AdWords,
45,746,155,919,179,Monthly,
46,973,155,1157,179,invoice,
47,746,184,827,203,Nov,
48,844,184,875,207,"1,",
49,892,184,989,202,2017,
50,1006,194,1019,197,-,
51,1035,184,1116,203,Nov,
52,1131,184,1188,207,"30,",
53,1206,184,1303,203,2017,
54,744,219,875,233,Services,
55,745,253,840,271,Billing,
56,853,253,882,267,ID,
57,744,286,853,304,Google,
58,864,287,1007,300,AdWords,
59,1019,287,1048,300,ID,
60,745,320,854,334,Invoice,Order Number
61,866,320,987,334,Number,Order Number
62,745,354,854,368,Invoice,Issuer Date
63,866,354,933,367,Date,Issuer Date
64,1246,253,1483,267,0724-8284-3023,
65,1246,287,1446,300,819-637-6714,
66,1246,320,1684,334,6775-3001-2058-6094-112017,Order Number
67,1247,354,1302,367,Nov,Issuer Date
68,1313,354,1354,370,"30,",Issuer Date
69,1367,354,1437,368,2017,Issuer Date
70,781,658,897,673,Record,
71,911,658,944,673,of,
72,955,658,1115,677,payments,
73,1128,658,1266,673,received,
74,1060,722,1129,736,0247,
76,817,775,933,790,Record,
77,947,775,979,790,of,
78,990,775,1084,790,Costs,
79,1097,775,1156,790,and,
80,1168,775,1232,790,VAT,
82,399,805,466,833,Date,
83,560,802,566,831,I,
84,794,809,969,827,Description,
85,1300,809,1370,823,Cost,
86,1466,802,1471,831,I,
87,1570,809,1643,823,Total,
88,304,828,1744,833,100000,
