Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
1,73,61,144,75,Purchase,
2,150,61,194,75,Order,
3,198,61,248,75,Issued,
4,253,61,271,78,by,
5,73,90,95,105,TF,Issuer Address
6,102,90,230,106,VALUE-MART,Issuer Address
7,237,90,275,106,SDN,Issuer Address
8,284,90,324,105,BHD,Issuer Address
9,99,121,145,134,47600,Issuer Address
10,98,144,196,161,"NO.2,",Issuer Address
11,142,133,154,167,J,Issuer Address
12,156,144,196,161,ALAN,Issuer Address
13,204,144,230,158,SCI,Issuer Address
14,237,144,263,160,"2/2,",Issuer Address
15,98,164,165,178,BANDAR,Issuer Address
16,173,164,244,178,SUNWAY,Issuer Address
17,253,164,296,180,"IPOH,",Issuer Address
18,98,184,147,200,"31150,",Issuer Address
19,155,184,198,200,"IPOH,",Issuer Address
20,206,184,265,198,PERAK.,Issuer Address
21,98,204,153,218,DARUL,Issuer Address
22,160,204,238,218,RIDZUAN.,Issuer Address
23,909,179,954,192,47600,Vendor Address
24,961,179,1083,196,SUBANG,Vendor Address
25,1028,175,1042,201,J,Vendor Address
26,1041,179,1083,196,"AYA,",Vendor Address
27,909,208,1006,222,SELANGOR.,Vendor Address
28,881,61,951,75,Purchase,
29,958,61,991,75,from,
30,997,61,1078,78,Registered,
31,1084,61,1118,75,GST,
32,1123,61,1186,78,Supplier,
33,881,90,989,105,A.W.FABER,Vendor Address
34,997,90,1121,108,CASTELL(M),Vendor Address
35,1127,90,1166,106,SDN,Vendor Address
36,1174,90,1214,105,BHD,Vendor Address
37,909,121,928,134,Co,Vendor Address
38,936,121,964,138,Reg,Vendor Address
39,972,121,996,134,No:,Vendor Address
40,1003,121,1074,134,040619-U,Vendor Address
41,1096,121,1129,134,GST,Vendor Address
42,1137,121,1165,138,Reg,Vendor Address
43,1172,121,1192,134,No:,Vendor Address
44,1204,121,1314,134,002136195072,Vendor Address
45,1335,121,1363,134,Tax,Vendor Address
46,1369,120,1408,134,Code:,Vendor Address
47,909,150,985,167,"NO.9,}LN",Vendor Address
48,992,150,1027,165,"TP2,",Vendor Address
49,1034,150,1067,163,TMN,Vendor Address
50,1076,150,1211,163,PERINDUSTRIAN,Vendor Address
51,1219,150,1257,163,SIME,Vendor Address
52,1266,150,1303,165,"UEP,",Vendor Address
53,1663,57,1736,83,Supplier,
54,1740,61,1779,78,Copy,
55,1897,63,1950,80,Page,
56,1934,58,1948,84,2,
57,1957,62,1983,76,of,
58,1973,58,1982,84,6,
59,1736,135,1844,155,Purchase,
60,1852,135,1918,155,Order,
64,1679,214,1730,232,Kindly,
65,1736,214,1798,228,Present,
66,1802,214,1835,228,This,
67,1843,214,1865,228,PO,
68,1872,218,1911,231,upon,
69,1753,275,1881,313,  ,
87,98,238,121,252,"Tel,",Issuer Address
88,152,239,178,252,Fax:,Issuer Address
89,908,238,931,252,Tel:,Vendor Address
90,942,239,1040,252,03-87376969,Vendor Address
91,1062,239,1092,252,Fax:,Vendor Address
92,1099,239,1197,252,03-87360022,Vendor Address
93,1531,237,1552,251,PO,
94,1550,229,1604,260,Refno,
95,1604,229,1626,260,->,
96,1679,235,1744,252,Delivery,
97,1750,235,1766,249,of,
98,1770,231,1822,263,Goods,
99,102,283,176,297,DeliverTo,
100,213,284,244,297, TBN,Shipping Address
101,253,291,257,293,-,Shipping Address
102,262,284,280,297,TF,Shipping Address
103,288,284,396,297,VALUE-MART,Shipping Address
104,403,284,436,297,SDN,Shipping Address
105,444,284,477,297,BHD,Shipping Address
106,576,284,615,297,Term,
107,647,283,673,297,120,
108,909,279,971,310,Supplier,
109,976,283,1015,297,Code,
