Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,199,160,312,228,S,
1,337,170,825,214,exabytes?,
2,156,387,244,407,Tax,invoice details
3,262,387,435,407,Invoice,invoice details
4,451,387,943,408,#MY-PAID-80499042,invoice details
5,159,426,264,440,Invoice,invoice details
6,277,426,354,440,Date:,invoice details
7,367,426,537,440,28/04/2018,invoice details
8,158,457,217,471,Due,invoice details
9,231,457,309,471,Date:,invoice details
10,321,457,491,471,30/04/2018,invoice details
11,158,536,293,550,Invoiced,shipping address
12,306,536,346,550,To,shipping address
13,157,558,258,574,SysLab,shipping address
14,268,558,451,574,Technologies,shipping address
15,462,558,523,570,SDN,shipping address
16,537,558,598,570,BHD,shipping address
17,156,579,244,591,ATTN:,shipping address
18,256,579,315,591,Dani,shipping address
19,328,579,436,591,Hussain,shipping address
20,156,600,220,612,3-4B,shipping address
21,233,600,359,612,Incubator,shipping address
22,369,600,391,614,"3,",shipping address
23,402,600,465,612,TPM,shipping address
24,158,620,224,632,Bukit,shipping address
25,234,620,285,632,Jalil,shipping address
26,158,641,235,653,Kuala,shipping address
27,246,641,355,656,"Lumpur,",shipping address
28,367,641,474,656,Wilayah,shipping address
29,487,641,664,655,"Persekutuan,",shipping address
30,677,641,760,653,57000,shipping address
31,158,662,277,677,Malaysia,shipping address
33,1351,223,1530,246,Exabytes,issuer address
34,1547,223,1707,241,Network,issuer address
35,1722,223,1796,241,Sdn,issuer address
36,1816,223,1889,241,Bhd,issuer address
37,1381,251,1474,265,"1-18-8,",issuer address
38,1487,251,1596,263,Suntech,issuer address
39,1608,251,1637,265,@,issuer address
40,1650,251,1752,267,Penang,issuer address
41,1764,251,1891,267,Cybercity,issuer address
42,1560,271,1657,287,Lintang,issuer address
43,1670,271,1776,287,Mayang,issuer address
44,1790,271,1857,284,Pasir,issuer address
45,1867,272,1889,286,"3,",issuer address
46,1366,292,1448,305,11950,issuer address
47,1460,292,1544,308,Bayan,issuer address
48,1557,292,1626,307,"Baru,",issuer address
49,1640,292,1750,308,"Penang,",issuer address
50,1763,292,1889,308,Malaysia.,issuer address
51,1549,334,1611,346,GST,issuer address
52,1622,334,1665,346,No.,issuer address
53,1678,334,1889,346,1452367872,issuer address
54,761,732,927,759,Description,description
55,1683,739,1755,752,Total,product net
56,159,769,261,781,Domain,description
57,274,769,390,781,Renewal,description
58,402,776,410,777,-,description
59,421,769,635,785,altitude.com.my,description
60,646,776,654,777,-,description
61,667,769,675,781,1,description
62,690,769,778,781,Year/s,description
63,790,769,952,785,(02/05/2018,description
64,963,776,971,777,-,description
65,982,769,1143,785,01/05/2019),description
66,1660,769,1781,781,RM60.00,product net
67,159,819,261,832,Domain,description
68,274,819,390,832,Renewal,description
69,402,826,410,827,-,description
70,422,819,668,835,mydesign.com.my,description
71,679,826,687,827,-,description
72,700,819,707,831,1,description
73,723,819,811,832,Year/s,description
74,823,819,984,835,(30/04/2018,description
75,996,826,1003,827,-,description
76,1014,819,1176,835,29/04/2019),description
77,1660,819,1781,832,RM60.00,product net
78,1392,869,1448,882,Sub,billing info
79,1458,870,1530,882,Total,billing info
80,1651,870,1790,882,RM120.00,billing info
81,1373,899,1459,911,6.00%,billing info
82,1469,899,1532,911,GST,billing info
83,1668,899,1773,911,RM7.20,billing info
84,1443,925,1531,949,Credit,billing info
85,1668,929,1773,941,RMO.00,billing info
86,1458,954,1530,979,Total,billing info
87,1651,958,1790,971,RM127.20,billing info
88,156,1039,411,1056,Transactions,
89,238,1097,411,1109,Transaction,
90,424,1097,488,1109,Date,
91,739,1093,864,1117,Gateway,
92,1175,1097,1349,1109,Transaction,
93,1361,1097,1389,1109,ID,
94,1663,1097,1779,1109,Amount,
95,287,1126,439,1139,28/04/2018,
96,705,1126,755,1142,Pay,
97,766,1126,796,1142,by,
98,808,1126,898,1142,Paypal,
99,1132,1126,1280,1139,913213201,
100,1289,1126,1432,1139,R633970N,
101,1652,1126,1791,1139,RM127.20,
102,1417,1156,1532,1168,Balance,
103,1669,1156,1774,1168,RMO.0O,
104,838,1236,890,1247,PDF,note
105,899,1236,1027,1247,Generated,note
106,1037,1239,1065,1247,on,note
107,1075,1236,1211,1247,29/06/2018,note
