Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,425,60,527,84,BILLION,invoice details
1,539,60,655,84,SHOPPING,invoice details
2,665,60,752,84,CENTRE,invoice details
3,766,60,953,87,(BUTTERWORTH),invoice details
4,967,60,1008,84,SDN,invoice details
5,1019,61,1061,83,BHD,invoice details
6,1072,73,1080,75,-,invoice details
7,1095,60,1271,84,1.99E+11,invoice details
8,1285,60,1427,88,(217237-A),invoice details
9,1440,60,1602,84,BUTTERWORTH,invoice details
10,48,162,107,188,DELIVERY,shipping address
11,113,166,137,179,TO,shipping address
12,146,169,148,179,:,shipping address
13,604,165,670,182,Supplier,issuer address
14,677,166,703,179,No:,issuer address
15,720,165,770,178,A00037,issuer address
16,48,196,107,209,BILLION,shipping address
17,114,196,180,209,SHOPPING,shipping address
18,186,196,235,209,CENTRE,shipping address
19,244,196,351,211,(BUTTERWORTH),shipping address
20,359,196,382,209,SDN,shipping address
21,389,196,413,209,BHD.,shipping address
22,121,227,223,240,2004615168,shipping address
23,603,227,628,241,GST,issuer address
24,635,228,649,241,ID:,issuer address
25,676,227,778,240,2136195072,issuer address
26,48,260,87,275,"7009,",shipping address
27,96,260,120,274,SEK,shipping address
28,121,256,139,282,"2,",shipping address
29,148,260,189,274,JALAN,shipping address
30,194,260,245,274,TELAGA,shipping address
31,250,260,281,275,"AIR,",shipping address
32,290,260,331,274,12200,shipping address
33,48,285,141,299,BUTTERWORTH,shipping address
34,148,285,158,299,S.,shipping address
35,165,286,176,299,P.,shipping address
36,182,286,188,299,U,shipping address
37,603,196,628,209,A.W.,issuer address
38,643,196,752,209,FABER-CASTELL,issuer address
39,760,196,781,211,(M),issuer address
40,789,196,813,209,SDN,issuer address
41,819,196,928,211,BHD(040619-U),issuer address
42,604,260,642,275,"NO.9,",issuer address
43,652,260,692,273,JALAN,issuer address
44,698,260,729,275,"TP2,",issuer address
45,736,260,778,273,TAMAN,issuer address
46,785,260,894,274,PERINDUSTRIAN,issuer address
47,901,260,933,274,SIME,issuer address
48,604,286,634,300,"UEP,",issuer address
49,642,285,683,299,47600,issuer address
50,690,285,740,299,SUBANG,issuer address
51,746,286,784,300,"JAYA,",issuer address
52,793,285,864,299,SELANGOR.,issuer address
53,1145,165,1203,179,Invoice,shipping address
54,1208,166,1224,179,To,shipping address
55,1144,196,1203,209,BILLION,shipping address
56,1209,196,1276,209,SHOPPING,shipping address
57,1282,196,1331,209,CENTRE,shipping address
58,1339,196,1447,211,(BUTTERWORTH),shipping address
59,1455,196,1478,209,SDN,shipping address
60,1484,196,1508,209,BHD,shipping address
61,1144,227,1168,241,GST,shipping address
62,1175,228,1200,241,ID:,shipping address
63,1246,227,1348,240,2004615168,shipping address
64,1144,259,1183,274,"7009,",shipping address
65,1192,259,1216,272,SEK,shipping address
66,1217,255,1235,281,"2,",shipping address
67,1244,259,1284,272,JALAN,shipping address
68,1290,259,1341,272,TELAGA,shipping address
69,1346,259,1377,274,"AIR,",shipping address
70,1386,259,1426,272,12200,shipping address
71,1144,284,1237,297,BUTTERWORTH,shipping address
72,1244,284,1254,297,S.,shipping address
73,1261,284,1267,297,P.,shipping address
74,1278,284,1284,297,U,shipping address
75,1579,165,1695,188,PURCHASE,invoice details
76,1706,165,1779,188,ORDER,invoice details
77,1579,197,1606,220,PO,invoice details
78,1616,198,1654,221,No:,invoice details
79,1668,193,1829,217,PBLBW103273,invoice details
99,48,336,72,349,TEL,shipping address
100,81,339,83,349,:,shipping address
101,92,337,167,350,43235221,shipping address
102,254,336,277,349,FAX,shipping address
103,277,331,291,358,:,shipping address
104,297,335,372,349,43231225,shipping address
105,603,336,627,349,TEL,issuer address
106,636,339,638,349,:,issuer address
107,647,335,740,349,03-80246363,issuer address
108,794,336,818,349,FAX,issuer address
109,826,339,828,349,:,issuer address
110,837,335,930,349,03-80247886,issuer address
111,1143,336,1168,349,TEL,shipping address
112,1168,331,1182,358,:,shipping address
113,1188,335,1263,349,43235221,shipping address
114,1349,336,1373,349,FAX,shipping address
115,1381,339,1383,349,:,shipping address
116,1392,335,1468,349,43231225,shipping address
117,62,385,109,400,TERMS,invoice details
118,116,385,133,400,OF,invoice details
119,142,385,229,400,PURCHASE:,invoice details
120,253,382,261,397,0,invoice details
121,530,383,567,398,Date,invoice details
122,577,387,579,397,:,invoice details
123,589,382,684,397,3/12/2020,invoice details
124,793,382,869,401,Delivery,invoice details
125,876,383,913,398,Date,invoice details
126,922,387,924,397,:,invoice details
127,940,382,1035,397,10/12/2020,invoice details
128,1217,382,1375,398,CancellationDate,invoice details
129,1385,387,1387,398,:,invoice details
130,1407,382,1501,397,23/01/2021,invoice details
131,1869,383,1902,398,Page,invoice details
132,1910,382,1923,396,:2,invoice details
133,1935,382,1950,396,of,invoice details
134,1962,382,1968,396,2,invoice details
135,63,414,108,432,Buyer,invoice details
136,119,418,121,429,:,invoice details
137,136,413,153,428,47,invoice details
138,239,408,334,435,STATIONERY,invoice details
139,561,416,567,423,*,invoice details
140,574,416,630,430,REMARK,invoice details
141,640,413,742,430,:BTS2020\21,invoice details
142,59,458,76,474,NO,invoice details
143,78,454,93,482,|,invoice details
144,107,458,173,474,PRODUCT,
145,426,454,530,482,DESCRIPTION,description
146,783,458,808,474,vOM,
147,865,456,941,484,QUANTITY,quantity
148,983,460,1029,475,F.0.C,
149,1073,461,1110,475,UNIT,product price
150,1116,460,1154,475,COST,product price
151,1205,460,1242,475,DISC,
152,1282,460,1309,475,OLD,
153,1316,460,1353,475,COST,
154,1393,459,1420,474,NET,
155,1427,459,1464,474,UNIT,
156,1470,459,1507,474,COST,
157,1509,454,1525,483,|,
158,1532,460,1579,475,TOTAL,
159,1586,460,1613,474,NET,
160,1620,460,1657,475,COST,
161,1659,454,1679,483,|,
162,1690,458,1736,474,TOTAL,
163,1790,457,1837,472,TOTAL,product net
164,1844,457,1872,472,NET,product net
165,1920,459,1948,473,TAX,
166,124,488,160,503,CODE,
167,382,488,447,503,BARCODE,description
168,455,488,462,503,/,description
169,471,488,572,505,(ARTICLENO),description
170,882,485,929,513,ORDER,quantity
171,980,485,1032,513,(Unit),
172,1404,488,1451,503,AFTER,
173,1458,488,1495,503,DISC,
174,1549,489,1596,503,AFTER,
175,1603,489,1640,504,DISC,
176,1702,484,1730,511,TAX,
177,1786,486,1823,501,COST,product net
178,1829,486,1877,501,W/GST,product net
179,53,522,71,539,11,
180,92,523,165,540,|0051115,
181,187,518,204,550,|,
182,209,523,251,540,DUST,description
183,258,524,298,540,FREE,description
184,307,523,369,540,ERASER,description
185,377,523,492,540,3''S-187130,description
186,760,523,821,540,UNIT/1,
187,897,522,921,539,10,quantity
188,928,522,959,539,0,quantity
189,1036,522,1045,539,0,quantity
190,1106,522,1119,539,2,product price
191,1127,522,1168,539,5500,product price
192,1309,523,1323,539,4,
193,1330,522,1371,539,600,
194,1454,522,1467,539,2,
195,1476,522,1516,539,5500,
196,1614,522,1665,539,25.5,
197,1716,523,1757,540,0,
198,1845,523,1869,540,25,product net
199,1877,523,1896,540,50,product net
200,209,554,347,571,9.56E+12,description
201,355,554,458,574,/(1871523),description
202,53,585,71,601,12,
203,92,586,165,603,|0051125,
204,187,581,204,613,|,
205,210,586,250,603,PNCL,description
206,258,586,320,603,ERASER,description
207,327,586,357,603,CAP,description
208,366,586,395,603,3+1,description
209,760,586,810,603,UNIT/,
210,897,585,921,602,10,quantity
211,928,585,959,602,0,quantity
212,1036,585,1045,602,0,quantity
213,1106,585,1119,602,1,product price
214,1127,585,1168,602,6400,product price
215,1310,585,1323,602,1,
216,1330,585,1371,602,6400,
217,1454,585,1467,602,1,
218,1475,585,1516,602,6400,
219,1614,585,1638,602,16,
220,1646,585,1665,602,40,
221,1716,586,1729,603,0,
222,1737,586,1757,603,0,
223,1845,586,1869,603,16,product net
224,1876,586,1896,603,40},product net
225,209,617,346,634,9.56E+12,description
226,355,617,447,636,/(187004),description
227,53,648,71,665,13,
228,92,649,165,666,|0252720,
229,188,644,205,675,|,
230,209,649,283,666,CLASSIC,description
231,290,649,352,666,COLOUR,description
232,360,649,421,666,PENCIL,description
233,430,649,459,665,12L,description
234,469,649,486,665,IN,description
235,495,649,535,666,SLIM,description
236,543,649,593,665,FLEXI,description
237,760,645,821,675,UNIT/1,
238,907,648,959,665,6,quantity
239,1036,648,1045,665,0,quantity
240,1105,648,1119,665,9,product price
241,1126,648,1168,665,4500,product price
242,1309,648,1323,665,9,
243,1330,648,1371,665,4500,
244,1453,648,1467,665,9,
245,1475,648,1516,665,4500,
246,1614,648,1638,665,56,
247,1646,648,1665,665,70,
248,1716,649,1757,666,0,
249,1845,649,1869,666,56,product net
250,1877,649,1896,666,70,product net
251,209,680,346,697,9.56E+12,description
252,355,680,447,699,/(115890),description
253,53,711,72,728,14,
254,92,712,166,729,109464,
255,187,707,204,739,|,
256,209,712,238,729,TRI,description
257,247,712,287,729,GRIP,description
258,295,712,358,729,COLOUR,description
259,365,712,427,729,PENCIL,description
260,436,712,465,729,12S,description
261,760,708,808,739,UNIT/,
262,897,711,921,728,12,quantity
263,928,711,959,728,0,quantity
264,1036,711,1045,728,0,quantity
265,1106,711,1119,728,3,product price
266,1126,711,1168,728,200,product price
267,1309,711,1371,728,2.85,
268,1454,711,1467,728,3,
269,1475,711,1516,728,200,
270,1614,711,1638,728,"36,",
271,1646,711,1666,728,24,
272,1716,712,1757,729,0,
273,1845,712,1869,729,36,product net
274,1877,712,1896,729,24,product net
275,209,743,347,760,9.56E+12,description
276,355,743,447,762,/(115832),description
277,53,774,71,791,15,
278,92,775,165,792,|0050907,
279,188,770,205,801,|,
280,209,775,271,792,T-GRIP,description
281,279,775,341,792,C/PNCL,description
282,349,775,379,791,24L,description
283,760,771,821,801,UNIT/1,
284,897,774,921,791,12,quantity
285,928,774,959,791,0,quantity
286,1036,774,1045,791,0,quantity
287,1095,774,1119,791,10,product price
288,1127,774,1168,791,5800,product price
