Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,issuer address
1,226,78,270,108,@,issuer address
2,303,76,512,103,D'Pulze,issuer address
3,1525,74,1579,85,bate,invoice details
4,1739,73,1888,114,15-08-2020,invoice details
8,73,120,149,132,"1.G-10,",issuer address
9,158,120,227,131,Lower,issuer address
10,234,120,314,131,Ground,issuer address
11,323,120,380,130,Floor,issuer address
12,803,120,839,131,Tot,issuer address
13,847,120,918,132,"47594,",issuer address
14,928,120,1003,131,Mukim,issuer address
15,1013,120,1096,134,Dengkil,issuer address
16,73,140,154,151,D'Pulze,issuer address
17,163,140,271,154,Cyberjaya,issuer address
18,280,140,381,154,Shopping,issuer address
19,389,140,459,151,Centre,issuer address
20,803,140,869,151,63000,issuer address
21,877,140,960,154,"Sepang,",issuer address
22,969,140,1068,154,Sclangor.,issuer address
23,76,171,282,192,Purchase,invoice details
24,298,171,425,192,Order,invoice details
25,570,172,881,194,PO/150011268,invoice details
26,85,215,124,226,To:,shipping address
27,233,214,303,228,A.W.,shipping address
28,314,215,421,228,FABER,shipping address
29,431,214,556,228,CASTEL,shipping address
30,1041,232,1120,244,Please,note
31,1129,232,1208,244,advise,note
32,1217,235,1261,247,any,note
33,1271,232,1327,244,item,note
34,1337,232,1412,244,which,note
35,1420,236,1465,247,you,note
36,1475,233,1560,244,cannot,note
37,1569,232,1682,247,despatch,note
38,1042,251,1211,263,inaccordance,note
39,1220,251,1275,263,with,note
40,1284,255,1328,263,our,note
41,1337,251,1495,263,instructions.,note
43,234,239,306,253,"9,ILN",shipping address
44,315,239,364,251,TP2,shipping address
45,233,261,299,273,TMN,shipping address
46,307,261,546,273,PERINDUSTRIAN,shipping address
47,555,261,625,273,SIME,shipping address
48,634,261,690,273,UEP,shipping address
49,317,283,352,295,su,shipping address
64,233,283,307,295,47600,shipping address
65,318,283,439,295,SUBANG,shipping address
66,1104,284,1210,306,Please,note
67,1222,284,1334,311,supply,note
68,1345,295,1382,306,ex,note
69,1385,280,1484,316,stock,note
70,1496,284,1577,311,onty:,note
79,80,335,117,347,Tel,shipping address
