Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,425,60,527,84,BILLION,invoice details
1,539,60,655,84,SHOPPING,invoice details
2,665,60,752,84,CENTRE,invoice details
3,766,60,953,87,(BUTTERWORTH),invoice details
4,967,60,1008,84,SDN,invoice details
5,1019,61,1061,83,BHD,invoice details
6,1072,73,1080,75,-,invoice details
7,1095,60,1271,84,1.99E+11,invoice details
8,1285,60,1427,88,(217237-A),invoice details
9,1440,60,1602,84,BUTTERWORTH,invoice details
10,48,162,107,188,DELIVERY,shipping address
11,113,166,137,179,TO,shipping address
12,146,169,148,179,:,shipping address
13,604,165,670,182,Supplier,issuer address
14,677,166,703,179,No:,issuer address
15,720,165,770,178,A00037,issuer address
16,48,196,107,209,BILLION,shipping address
17,114,196,180,209,SHOPPING,shipping address
18,186,196,235,209,CENTRE,shipping address
19,244,196,351,211,(BUTTERWORTH),shipping address
20,359,196,382,209,SDN,shipping address
21,389,196,413,209,BHD.,shipping address
22,121,227,223,240,2004615168,shipping address
23,603,227,628,241,GST,issuer address
24,635,228,649,241,ID:,issuer address
25,676,227,778,240,2136195072,issuer address
26,48,260,87,275,"7009,",shipping address
27,96,260,120,274,SEK,shipping address
28,121,256,139,282,"2,",shipping address
29,148,260,189,274,JALAN,shipping address
30,194,260,245,274,TELAGA,shipping address
31,250,260,281,275,"AIR,",shipping address
32,290,260,331,274,12200,shipping address
33,48,285,141,299,BUTTERWORTH,shipping address
34,148,285,158,299,S.,shipping address
35,165,286,176,299,P.,shipping address
36,182,286,188,299,U,shipping address
37,603,196,628,209,A.W.,issuer address
38,643,196,752,209,FABER-CASTELL,issuer address
39,760,196,781,211,(M),issuer address
40,789,196,813,209,SDN,issuer address
41,819,196,928,211,BHD(040619-U),issuer address
42,604,260,642,275,"NO.9,",issuer address
43,652,260,692,273,JALAN,issuer address
44,698,260,729,275,"TP2,",issuer address
45,736,260,778,273,TAMAN,issuer address
46,785,260,894,274,PERINDUSTRIAN,issuer address
47,901,260,933,274,SIME,issuer address
48,604,286,634,300,"UEP,",issuer address
49,642,285,683,299,47600,issuer address
50,690,285,740,299,SUBANG,issuer address
51,746,286,784,300,"JAYA,",issuer address
52,793,285,864,299,SELANGOR.,issuer address
53,1145,165,1203,179,Invoice,shipping address
54,1208,166,1224,179,To,shipping address
55,1144,196,1203,209,BILLION,shipping address
56,1209,196,1276,209,SHOPPING,shipping address
57,1282,196,1331,209,CENTRE,shipping address
58,1339,196,1447,211,(BUTTERWORTH),shipping address
59,1455,196,1478,209,SDN,shipping address
60,1484,196,1508,209,BHD,shipping address
61,1144,227,1168,241,GST,shipping address
62,1175,228,1200,241,ID:,shipping address
63,1246,227,1348,240,2004615168,shipping address
64,1144,259,1183,274,"7009,",shipping address
65,1192,259,1216,272,SEK,shipping address
66,1217,255,1235,281,"2,",shipping address
67,1244,259,1284,272,JALAN,shipping address
68,1290,259,1341,272,TELAGA,shipping address
69,1346,259,1377,274,"AIR,",shipping address
70,1386,259,1426,272,12200,shipping address
71,1144,284,1237,297,BUTTERWORTH,shipping address
72,1244,284,1254,297,S.,shipping address
73,1261,284,1267,297,P.,shipping address
74,1278,284,1284,297,U,shipping address
75,1579,165,1695,188,PURCHASE,invoice details
76,1706,165,1779,188,ORDER,invoice details
77,1579,197,1606,220,PO,invoice details
78,1616,198,1654,221,No:,invoice details
79,1668,193,1829,217,PBLBW103271,invoice details
99,48,336,72,349,TEL,shipping address
100,81,339,83,349,:,shipping address
101,92,337,167,350,43235221,shipping address
102,254,336,277,349,FAX,shipping address
103,277,331,291,358,:,shipping address
104,297,335,372,349,43231225,shipping address
105,603,336,627,349,TEL,issuer address
106,636,339,638,349,:,issuer address
107,647,335,740,349,03-80246363,issuer address
108,794,336,818,349,FAX,issuer address
109,826,339,828,349,:,issuer address
110,837,335,930,349,03-80247886,issuer address
111,1143,336,1168,349,TEL,shipping address
112,1168,331,1182,358,:,shipping address
113,1188,335,1263,349,43235221,shipping address
114,1349,336,1373,349,FAX,shipping address
115,1381,339,1383,349,:,shipping address
116,1392,335,1468,349,43231225,shipping address
117,62,385,109,400,TERMS,invoice details
118,116,385,133,400,OF,invoice details
119,142,385,229,400,PURCHASE:,invoice details
120,253,382,261,397,0,invoice details
121,530,383,567,398,Date,invoice details
122,577,387,579,397,:,invoice details
123,589,382,684,397,3/12/2020,invoice details
124,793,382,869,401,Delivery,invoice details
125,876,383,913,398,Date,invoice details
126,922,387,924,397,:,invoice details
127,939,382,1035,397,4/12/2020,invoice details
128,1217,382,1387,398,CancellationDate:,invoice details
129,1408,382,1501,397,18/01/2021,invoice details
130,1869,383,1902,398,Page,invoice details
131,1910,382,1923,396,:2,invoice details
132,1935,382,1950,396,of,invoice details
133,1962,382,1968,396,2,invoice details
134,63,414,108,432,Buyer,invoice details
135,119,418,121,429,:,invoice details
136,136,413,153,428,47,invoice details
137,239,409,334,443,STATIONERY,invoice details
138,561,416,567,423,*,invoice details
139,574,416,630,430,REMARK,invoice details
140,640,413,674,430,:BTS,invoice details
141,681,413,737,428,MAILER,invoice details
142,745,413,781,428,2020,invoice details
143,59,458,76,474,NO,
144,78,454,93,482,|,
145,107,458,173,474,PRODUCT,
146,426,454,530,482,DESCRIPTION,description
147,783,458,808,474,vOM,
148,865,456,941,484,QUANTITY,quantity
149,983,460,1029,475,F.0.C,
150,1073,461,1110,475,UNIT,product price
151,1116,460,1154,475,COST,product price
152,1205,460,1242,475,DISC,
153,1282,460,1309,475,OLD,
154,1316,460,1353,475,COST,
155,1393,459,1420,474,NET,
156,1427,459,1464,474,UNIT,
157,1470,459,1507,474,COST,
158,1509,454,1525,483,|,
159,1532,460,1579,475,TOTAL,
160,1586,460,1613,474,NET,
161,1620,460,1657,475,COST,
162,1659,454,1679,483,|,
163,1690,458,1736,474,TOTAL,
164,1790,457,1837,472,TOTAL,product net
165,1844,457,1872,472,NET,product net
166,1920,459,1948,473,TAX,
167,124,488,160,503,CODE,
168,382,488,447,503,BARCODE,description
169,455,488,462,503,/,description
170,471,488,572,505,(ARTICLENO),description
171,882,485,929,513,ORDER,quantity
172,980,485,1032,513,(Unit),
173,1404,488,1451,503,AFTER,
174,1458,488,1495,503,DISC,
175,1549,489,1596,503,AFTER,
176,1603,489,1640,504,DISC,
177,1702,484,1730,511,TAX,
178,1786,486,1823,501,COST,product net
179,1829,486,1877,501,W/GST,product net
180,53,522,71,539,11,
181,187,518,204,550,|,
182,209,523,250,540,GRIP,description
183,257,524,267,540,X,description
184,274,524,304,540,BUY,description
185,312,523,319,540,3,description
186,328,524,368,540,FREE,description
187,377,524,384,540,1,description
188,392,533,398,534,-,description
189,409,523,492,540,2BLU2BLK,description
190,500,523,513,540,0,description
191,522,524,529,540,5,description
192,538,523,599,540,540893,description
193,760,523,789,540,U/1,
194,907,522,921,539,0,quantity
195,928,522,959,539,0,quantity
196,1036,522,1045,539,0,quantity
197,1106,522,1119,539,2,product price
198,1127,522,1168,539,5900,product price
199,1309,522,1323,539,0,
200,1330,522,1371,539,0,
201,1454,522,1467,539,2,
202,1476,522,1516,539,5900,
203,1614,522,1665,539,25.9,
204,1716,523,1757,540,0,
205,1845,523,1869,540,25,product net
206,1877,523,1896,540,90,product net
207,209,554,346,571,9.56E+12,description
208,355,554,447,573,/(540893),description
209,53,585,71,601,12,
210,92,586,166,603,|0298514,
211,187,581,204,613,|,
212,209,586,250,603,GRIP,description
213,257,586,267,603,X,description
214,274,586,304,603,BUY,description
215,312,586,319,603,3,description
216,328,586,368,603,FREE,description
217,377,586,384,603,1,description
218,392,595,398,597,-,description
219,409,586,492,603,3BLUIBLK,description
220,500,586,513,603,0,description
221,522,586,529,603,5,description
222,538,586,600,603,540894,description
223,760,586,778,603,U/,
224,897,585,921,602,"10,",quantity
225,928,585,959,602,0,quantity
226,1036,585,1045,602,0,quantity
227,1106,585,1119,602,2,product price
228,1127,585,1168,602,5900,product price
229,1309,585,1323,602,0,
230,1330,585,1371,602,0,
231,1454,585,1467,602,2,
232,1476,585,1516,602,5900,
233,1614,585,1665,602,25.9,
234,1716,586,1729,603,0,
235,1737,586,1757,603,0,
236,1845,586,1869,603,25,product net
237,1877,586,1896,603,90},product net
238,209,617,346,634,9.56E+12,description
239,355,617,447,636,/(540894),description
240,53,648,71,665,13,
241,188,644,205,675,|,
242,209,649,250,666,GRIP,description
243,257,649,267,665,X,description
244,274,649,304,666,BUY,description
245,312,649,319,666,3,description
246,328,649,368,665,FREE,description
247,377,649,384,665,1,description
248,392,658,398,660,-,description
249,409,649,535,666,2BLUIBLK1RED,description
250,542,649,556,666,0,description
251,565,649,572,666,5,description
252,581,649,642,666,540895,description
253,760,649,789,666,U/L,
254,907,648,959,665,0,quantity
255,1036,648,1045,665,0,quantity
256,1106,648,1119,665,2,product price
257,1127,648,1168,665,5900,product price
258,1309,648,1323,665,0,
259,1330,648,1371,665,0,
260,1454,648,1467,665,2,
261,1476,648,1516,665,5900,
262,1614,648,1665,665,25.9,
263,1716,649,1757,666,0,
264,1845,649,1869,666,25,product net
265,1877,649,1896,666,90,product net
266,209,680,346,697,9.56E+12,description
267,355,680,447,699,/(540895),description
268,53,711,72,728,14,
269,92,712,165,729,298516,
270,187,707,204,739,|,
271,209,712,250,729,GRIP,description
272,257,712,267,729,X,description
273,274,712,304,729,BUY,description
274,312,712,319,729,3,description
275,328,713,368,729,FREE,description
276,377,712,384,729,1,description
277,392,721,398,723,-,description
278,409,712,492,729,2BLU2BLK,description
279,500,712,513,729,0,description
280,521,712,529,729,7,description
281,538,712,599,729,540896,description
282,760,712,778,729,U/,
283,907,711,921,728,0,quantity
284,928,711,959,728,0,quantity
285,1036,711,1045,728,0,quantity
286,1106,711,1168,728,2.59,product price
287,1309,711,1323,728,0,product net
288,1330,711,1371,728,0,product price
289,1454,711,1467,728,2,
290,1476,711,1516,728,5900,
291,1614,711,1665,728,25.9,
292,1716,712,1757,729,0,
