Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,425,60,527,84,BILLION,invoice details
1,539,60,655,84,SHOPPING,invoice details
2,665,60,752,84,CENTRE,invoice details
3,766,60,953,87,(BUTTERWORTH),invoice details
4,967,60,1008,84,SDN,invoice details
5,1019,61,1061,83,BHD,invoice details
6,1072,73,1080,75,-,invoice details
7,1095,60,1271,84,1.99E+11,invoice details
8,1285,60,1427,88,(217237-A),invoice details
9,1440,60,1602,84,BUTTERWORTH,invoice details
10,48,166,116,179,DELIVERY,shipping address
11,121,166,137,179,TO,shipping address
12,146,169,148,179,:,shipping address
13,48,196,107,209,BILLION,shipping address
14,114,196,180,209,SHOPPING,shipping address
15,186,196,235,209,CENTRE,shipping address
16,244,196,351,211,(BUTTERWORTH),shipping address
17,359,196,382,209,SDN,shipping address
18,389,196,413,209,BHD.,shipping address
19,121,227,223,240,2004615168,shipping address
20,48,260,87,275,"7009,",shipping address
21,96,260,120,274,SEK,shipping address
22,121,256,139,282,"2,",shipping address
23,148,260,189,274,JALAN,shipping address
24,194,260,245,274,TELAGA,shipping address
25,250,260,281,275,"AIR,",shipping address
26,290,260,331,274,12200,shipping address
27,48,285,141,299,BUTTERWORTH,shipping address
28,148,285,158,299,S.,shipping address
29,165,286,176,299,P.,shipping address
30,182,286,188,299,U,shipping address
31,48,336,72,349,TEL,shipping address
32,81,339,83,349,:,shipping address
33,92,337,167,350,43235221,shipping address
34,254,336,277,349,FAX,shipping address
35,277,331,291,358,:,shipping address
36,297,335,372,349,43231225,shipping address
37,604,165,670,182,Supplier,issuer address
38,677,166,703,179,No:,issuer address
39,720,165,770,178,A00037,issuer address
40,603,196,628,209,A.W.,issuer address
41,643,196,752,209,FABER-CASTELL,issuer address
42,760,196,781,211,(M),issuer address
43,789,196,813,209,SDN,issuer address
44,819,196,928,211,BHD(040619-U),issuer address
45,603,227,628,241,GST,issuer address
46,635,228,649,241,ID:,issuer address
47,676,227,778,240,2136195072,issuer address
48,604,260,642,275,"NO.9,",issuer address
49,652,260,692,273,JALAN,issuer address
50,698,260,729,275,"TP2,",issuer address
51,736,260,778,273,TAMAN,issuer address
52,785,260,894,274,PERINDUSTRIAN,issuer address
53,901,260,933,274,SIME,issuer address
54,604,286,634,300,"UEP,",issuer address
55,642,285,683,299,47600,issuer address
56,690,285,740,299,SUBANG,issuer address
57,746,286,784,300,"JAYA,",issuer address
58,793,285,864,299,SELANGOR.,issuer address
59,603,336,627,349,TEL,issuer address
60,636,339,638,349,:,issuer address
61,647,335,740,349,03-80246363,issuer address
62,794,336,818,349,FAX,issuer address
63,826,339,828,349,:,issuer address
64,837,335,930,349,03-80247886,issuer address
65,1137,155,1202,195,Invoice,shipping address
66,1208,166,1224,179,To,shipping address
67,1579,165,1695,188,PURCHASE,shipping address
68,1706,165,1779,188,ORDER,shipping address
69,1144,196,1203,209,BILLION,shipping address
70,1209,196,1276,209,SHOPPING,shipping address
71,1282,196,1331,209,CENTRE,shipping address
72,1339,196,1447,211,(BUTTERWORTH),shipping address
73,1455,196,1478,209,SDN,shipping address
74,1484,196,1508,209,BHD,shipping address
75,1579,197,1606,220,PO,invoice details
76,1616,198,1654,221,No:,invoice details
77,1668,193,1829,217,PBLBW103271,invoice details
78,1144,227,1200,241,GSTID:,shipping address
79,1246,227,1348,240,2004615168,shipping address
80,1144,259,1183,274,"7009,",shipping address
81,1192,259,1216,272,SEK,shipping address
82,1217,255,1235,281,"2,",shipping address
83,1244,259,1284,272,JALAN,shipping address
84,1290,259,1341,272,TELAGA,shipping address
85,1346,259,1377,274,"AIR,",shipping address
86,1386,259,1426,272,12200,shipping address
87,1144,284,1237,297,BUTTERWORTH,shipping address
88,1244,284,1254,297,S.,shipping address
89,1261,284,1267,297,P.,shipping address
90,1278,284,1284,297,U,shipping address
91,1143,336,1168,349,TEL,shipping address
92,1169,330,1184,358,:,shipping address
93,1188,335,1263,349,43235221,shipping address
94,1349,336,1373,349,FAX,shipping address
95,1381,339,1383,349,:,shipping address
96,1392,335,1468,349,43231225,shipping address
100,62,385,109,400,TERMS,invoice details
101,116,385,133,400,OF,invoice details
102,142,385,229,400,PURCHASE:,invoice details
103,253,382,261,397,0,invoice details
104,530,383,567,398,Date,invoice details
105,577,387,579,397,:,invoice details
106,589,382,684,397,3/12/2020,invoice details
107,793,382,869,401,Delivery,invoice details
108,876,383,913,398,Date,invoice details
109,922,387,924,397,:,invoice details
110,939,382,1035,397,4/12/2020,invoice details
111,1217,382,1387,398,CancellationDate:,invoice details
112,1408,382,1501,397,18/01/2021,invoice details
113,1869,383,1902,398,Page,invoice details
114,1910,383,1923,396,:1,invoice details
115,1935,382,1950,396,of,invoice details
116,1962,382,1968,396,2,invoice details
117,63,414,108,432,Buyer,invoice details
118,119,418,121,429,:,invoice details
119,136,413,153,428,47,invoice details
120,239,409,334,443,STATIONERY,invoice details
121,561,416,567,423,*,invoice details
122,574,416,630,430,REMARK,invoice details
123,640,413,674,430,:BTS,invoice details
124,681,413,737,428,MAILER,invoice details
125,745,413,781,428,2020,invoice details
126,59,458,76,474,NO,
127,78,454,93,482,|,
128,107,458,173,474,PRODUCT,
129,426,454,530,482,DESCRIPTION,description
130,783,458,808,474,vOM,
131,865,456,941,484,QUANTITY,quantity
132,983,460,1029,475,F.0.C,
133,1073,461,1110,475,UNIT,product price
134,1116,460,1154,475,COST,product price
135,1205,460,1242,475,DISC,
136,1282,460,1309,475,OLD,
137,1316,460,1353,475,COST,
138,1393,459,1420,474,NET,
139,1427,459,1464,474,UNIT,
140,1470,459,1507,474,COST,
141,1509,454,1525,483,|,
142,1532,460,1579,475,TOTAL,
143,1586,460,1613,474,NET,
144,1620,460,1657,475,COST,
145,1659,454,1679,483,|,
146,1690,458,1736,474,TOTAL,
147,1790,457,1837,472,TOTAL,product net
148,1844,457,1872,472,NET,product net
149,1920,459,1948,473,TAX,
150,124,488,160,503,CODE,
151,382,488,447,503,BARCODE,description
152,455,488,462,503,/,description
153,471,488,572,505,(ARTICLENO),description
154,882,485,929,513,ORDER,quantity
155,980,485,1032,513,(Unit),
156,1404,488,1451,503,AFTER,
157,1458,488,1495,503,DISC,
158,1549,489,1596,503,AFTER,
159,1603,489,1640,504,DISC,
160,1702,484,1730,511,TAX,
161,1786,486,1823,501,COST,product net
162,1829,486,1877,501,W/GST,product net
163,53,522,60,539,1,
164,92,523,165,540,300576,
165,187,518,204,550,|,
166,209,523,260,540,K-ONE,description
167,268,524,309,540,BALL,description
168,317,524,347,540,PEN,description
169,354,523,368,540,0,description
170,377,524,384,540,5,description
171,393,523,432,540,3PCS,description
172,440,524,480,540,BLUE,description
173,491,523,571,543,-642001,description
174,760,523,789,540,U/1,
175,897,522,921,539,10,quantity
176,928,522,959,539,0,quantity
177,1036,522,1045,539,0,quantity
178,1106,522,1119,539,2,product price
179,1127,522,1168,539,1100,product price
180,1309,522,1323,539,0,
181,1330,522,1371,539,0,
182,1454,522,1467,539,2,
183,1476,522,1516,539,1100,
184,1614,522,1665,539,21.1,
185,1716,523,1757,540,0,
186,1845,523,1869,540,21,product net
187,1877,523,1896,540,10),product net
188,209,554,347,571,9.56E+12,description
189,355,554,447,573,/(642001),description
190,53,585,60,601,2,
191,92,586,165,603,300577,
192,187,581,204,613,|,
193,209,586,260,603,K-ONE,description
194,268,586,309,603,BALL,description
195,317,586,347,603,PEN,description
196,354,586,368,603,0,description
197,377,586,384,603,5,description
198,393,586,432,603,3PCS,description
199,440,586,492,603,BLACK,description
200,502,586,581,606,-642002,description
201,760,586,778,603,U/,
202,897,585,921,602,"10,",quantity
203,928,585,959,602,0,quantity
204,1036,585,1045,602,0,quantity
205,1106,585,1119,602,2,product price
206,1127,585,1168,602,1100,product price
207,1309,585,1323,602,0,
208,1330,585,1371,602,0,
209,1454,585,1467,602,"2,",
210,1476,585,1516,602,1100,
211,1614,585,1665,602,21.1,
212,1716,586,1757,603,0,
213,1845,586,1896,603,21.1,product net
214,209,617,346,634,9.56E+12,description
215,355,617,447,636,/(642002),description
216,53,648,60,665,3,
217,92,649,165,666,|0300578,
218,188,644,205,675,|,
219,209,649,260,666,K-ONE,description
220,268,649,309,665,BALL,description
221,317,649,347,665,PEN,description
222,354,649,368,666,0,description
223,377,649,384,666,5,description
224,393,649,432,666,2BLU,description
225,441,649,481,665,1BLK,description
226,491,649,571,668,-642003,description
227,760,649,789,666,U/L,description
228,897,648,921,665,10,quantity
229,928,648,959,665,0,quantity
230,1036,648,1045,665,0,quantity
231,1106,648,1119,665,2,product price
232,1127,648,1168,665,1100,product price
233,1309,648,1323,665,0,
234,1330,648,1371,665,0,
235,1454,648,1467,665,2,
236,1476,648,1516,665,1100,
237,1614,648,1665,665,21.1,
238,1716,649,1757,666,0,
239,1845,649,1869,666,21,product net
240,1877,649,1896,666,10},product net
241,209,680,347,697,9.56E+12,description
242,355,680,447,699,/(642003),description
243,52,711,61,728,4,
244,186,707,203,739,|,
245,209,712,260,729,K-ONE,description
246,268,712,298,729,GEL,description
247,307,713,336,729,PEN,description
248,344,712,357,729,0,description
249,366,712,373,729,5,description
250,382,712,421,729,3PCS,description
251,430,712,470,729,BLUE,description
252,480,712,560,732,-248901,description
253,760,712,778,729,U/,
254,897,711,921,728,10,quantity
255,928,711,959,728,0,quantity
256,1036,711,1045,728,0,quantity
257,1106,711,1119,728,3,product price
258,1127,711,1168,728,2700,product price
259,1309,711,1323,728,0,
260,1330,711,1371,728,0,
261,1454,711,1467,728,3,
262,1476,711,1516,728,2700,
263,1614,711,1665,728,32.7,
264,1716,712,1729,729,0,
265,1737,712,1757,729,0,
266,1845,712,1869,729,32,product net
267,1877,712,1896,729,70},product net
268,209,743,346,760,9.56E+12,description
269,355,743,447,762,/(248901),description
270,53,775,60,791,5,
271,92,775,166,792,|0300580,
272,183,771,205,802,|,
273,209,775,260,792,K-ONE,description
274,268,775,298,792,GEL,description
