Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,301,141,585,184,Google,invoice details
1,807,155,980,179,Monthly,invoice details
2,1034,155,1217,179,invoice,invoice details
3,477,156,522,196,g,invoice details
4,805,179,877,213,Oct,invoice details
5,894,184,925,207,"1,",invoice details
6,942,158,1039,212,2047,invoice details
7,1056,194,1069,197,-,invoice details
8,1083,183,1156,203,Oct,invoice details
9,1171,184,1228,207,"31,",invoice details
10,1246,184,1343,203,2017,invoice details
11,303,212,405,229,Google,issuer address
12,415,212,476,226,Asia,issuer address
13,490,212,583,226,Pacific,issuer address
14,595,212,648,226,Pte.,issuer address
15,662,212,711,226,Ltd.,issuer address
16,804,215,935,241,Services,invoice details
17,1244,219,1346,237,Google,invoice details
18,1357,220,1489,233,AdWords,invoice details
19,303,238,336,252,70,issuer address
20,349,238,421,252,Pasir,issuer address
21,432,238,547,256,Panjang,issuer address
22,561,238,634,252,Road,issuer address
23,796,249,852,276,Bill,invoice details
24,913,253,942,267,ID,invoice details
25,1244,253,1480,267,0724-8284-3023,invoice details
26,302,264,409,280,"#03-71,",issuer address
27,423,264,564,281,Mapletree,issuer address
28,577,264,706,278,Business,issuer address
29,718,264,772,282,City,issuer address
33,303,290,448,308,Singapore,issuer address
34,462,290,559,304,117371,issuer address
35,804,286,914,304,Google,invoice details
36,925,287,1067,300,AdWords,invoice details
37,1080,287,1109,300,ID,invoice details
38,1244,287,1444,300,819-637-6714,invoice details
39,302,324,353,338,Tax,invoice details
40,366,324,564,338,Identification,invoice details
41,578,324,699,338,Number,invoice details
42,805,320,914,334,Invoice,invoice details
43,927,320,1048,334,Number,invoice details
44,1244,320,1392,334,6775-300,invoice details
45,1399,320,1683,334,1-2058-6094-102017,invoice details
46,302,350,487,364,200817984R,invoice details
47,805,354,914,368,Invoice,invoice details
48,927,354,994,368,Date,invoice details
49,1244,353,1292,368,Oct,invoice details
50,1304,354,1344,370,"31,",invoice details
51,1357,354,1427,368,2017,invoice details
52,304,383,349,397,Bill,shipping address
53,361,383,406,397,To:,shipping address
54,303,409,398,427,Syslab,shipping address
55,408,410,597,427,Technologies,shipping address
56,609,409,663,423,Sdn,shipping address
57,677,410,730,423,Bhd,shipping address
58,304,436,438,449,NADEEM,shipping address
59,452,436,592,450,HUSSAIN,shipping address
60,303,462,368,476,3-4B,shipping address
61,382,462,515,476,Incubator,shipping address
62,525,462,548,478,"3,",shipping address
63,561,462,724,480,Technology,shipping address
64,737,462,801,476,Park,shipping address
65,304,488,428,506,Malaysia,shipping address
66,304,514,373,528,Bukit,shipping address
67,384,514,436,528,Jalil,shipping address
68,303,540,390,554,57000,shipping address
69,403,541,482,554,Kuala,shipping address
70,495,540,604,558,Lumpur,shipping address
71,304,567,407,581,KUALA,shipping address
72,419,567,553,581,LUMPUR,shipping address
73,304,593,428,610,Malaysia,shipping address
74,805,639,921,654,Record,
75,935,639,967,654,of,
76,979,640,1138,658,payments,
77,1152,639,1290,654,received,
78,605,664,660,707,Po,
79,935,664,1140,707,Description,description
80,1548,664,1696,707,Amount,product price
81,376,703,425,717,Oct,
82,436,703,458,719,"8,",
83,471,703,542,717,2017,
84,624,703,761,717,Automatic,description
85,773,707,902,721,payment:,description
86,914,703,975,717,Visa,description
87,996,703,1133,717,0,description
88,1592,703,1777,721,"(RM2,000.00",product price
89,367,732,415,746,Oct,
90,426,732,467,748,"30,",
91,480,732,551,746,2017,
92,619,732,751,750,IPayment:,description
93,764,732,825,746,Visa,description
94,1592,732,1788,750,"(RM2,088.60)|",product price
96,841,786,957,801,Record,
97,970,786,1003,801,of,
98,1014,786,1108,801,Costs,
99,1121,786,1180,801,and,
100,1192,786,1256,800,VAT,
102,403,816,470,841,Date,
104,813,816,988,841,Description,
106,1333,816,1404,841,Cost,
108,1613,816,1686,841,Total,
