,xmin,ymin,xmax,ymax,Object,labels
13,665,185,793,216,Fine,issuer address
14,822,181,987,220,Deals,issuer address
15,1358,196,1470,210,Invoice,invoice details
16,1483,196,1532,210,No.,invoice details
17,1772,197,1823,210,123,invoice details
19,569,228,642,244,NYC,issuer address
20,656,228,731,244,main,issuer address
21,747,228,830,244,Road,issuer address
22,284,258,343,268,PETRO,issuer address
23,352,258,381,268,OIL,issuer address
24,569,252,642,269,NYC,issuer address
25,656,253,731,269,main,issuer address
26,747,253,830,269,Road,issuer address
27,1483,301,1732,328,INVOICE,invoice details
28,1771,310,1832,319,=,invoice details
29,308,347,462,362,Customer,shipping address
30,222,373,308,387,Name,shipping address
31,389,373,449,387,A2Z,shipping address
32,460,372,689,387,Communication,shipping address
33,1315,369,1381,397,Date,invoice details
34,1551,373,1712,387,10/31/2019,invoice details
35,220,393,340,421,Address,shipping address
36,391,397,432,411,Hill,shipping address
37,447,397,512,411,Park,shipping address
38,524,397,567,411,NY,shipping address
39,1313,397,1397,411,Order,invoice details
40,1410,397,1456,411,No.,invoice details
41,1551,397,1583,411,12,invoice details
42,210,417,276,444,City,shipping address
43,391,421,456,435,NYC,shipping address
44,759,421,834,435,State,shipping address
45,851,421,893,435,NY,shipping address
46,971,421,1021,435,ZIP,shipping address
47,1036,421,1145,435,362514,shipping address
48,1315,421,1372,439,Rep,invoice details
49,1550,421,1584,435,Nil,invoice details
50,223,441,314,468,Phone,shipping address
51,389,445,498,459,415263,shipping address
52,1315,445,1380,459,FOB,invoice details
53,1550,445,1593,459,NY,invoice details
54,273,493,327,511,Qty,quantity
55,756,489,935,516,Description,description
56,1350,493,1411,507,Unit,product price
57,1424,493,1502,507,Price,product price
58,1633,493,1742,507,TOTAL,product net
59,291,517,307,531,2,quantity
60,390,517,457,531,SEO,description
61,1405,516,1521,533,$200.00 ,product price
62,1695,516,1812,533,$400.00 ,product net
63,291,541,307,555,4,quantity
64,391,537,516,564,Hostings,description
65,1405,540,1521,557,$150.00 ,product price
66,1695,540,1812,557,$600.00 ,product net
67,293,565,301,579,1,quantity
68,389,565,458,579,Web,description
69,471,565,570,583,Design,description
70,1405,564,1521,581,$200.00 ,product price
71,1695,564,1812,581,$200.00 ,product net
72,293,589,301,603,1,quantity
73,389,589,458,603,Web,description
74,471,589,663,607,Development,description
75,1405,588,1521,605,$300.00 ,product price
76,1695,588,1812,605,$300.00 ,product net
77,291,613,307,627,2,quantity
78,389,613,447,631,App,description
79,460,613,652,631,Development,description
80,1405,612,1521,629,$300.00 ,product price
81,1695,612,1812,629,$600.00 ,product net
82,293,637,301,651,1,quantity
83,390,636,477,651,Social,description
84,491,637,578,651,Media,description
85,590,637,732,655,Marketing,description
86,1405,636,1521,653,$250.00 ,product price
87,1695,636,1812,653,$250.00 ,product net
88,1384,920,1514,948,SubTotal,billing info
89,1667,923,1812,941,"$2,350.00 ",billing info
90,349,945,484,963,Payment,note
91,497,945,603,960,Details,note
92,1217,948,1342,967,Shipping,billing info
93,1355,949,1374,963,&,billing info
94,1388,948,1514,967,Handling,billing info
95,1732,948,1812,965,$7.00 ,billing info
96,335,971,367,989,?,note
97,436,966,510,997,Cash,note
98,1190,965,1279,996,Taxes,billing info
99,1388,972,1462,987,State,billing info
100,346,991,354,1021,oO,note
101,436,996,529,1011,Check,note
102,342,1015,357,1043,Oo,note
103,436,1020,523,1035,Credit,note
104,534,1020,603,1035,Card,note
105,1405,1020,1515,1035,TOTAL,billing info
106,1667,1019,1812,1037,"$2,357.00 ",billing info
107,289,1052,374,1066,Name,note
108,389,1052,455,1066,ABC,note
109,468,1052,601,1066,Solutions,note
110,301,1076,346,1090,CC,note
111,358,1077,375,1090,#,note
112,389,1076,554,1090,362514987,note
113,1253,1076,1338,1091,Office,note
114,1352,1076,1407,1091,Use,note
115,1419,1076,1485,1095,Only,note
116,558,1100,664,1118,Expires,note
118,804,1207,887,1222,Insert,note
119,897,1207,959,1222,Fine,note
120,970,1207,1038,1222,Print,note
121,1048,1207,1118,1222,Here,note
124,732,1322,815,1337,Insert,note
125,825,1322,950,1337,Farewell,note
126,959,1322,1111,1337,Statement,note
127,1120,1322,1190,1337,Here,note
