Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,issuer address
1,226,78,270,108,@,issuer address
2,303,76,512,103,D'Pulze,issuer address
3,1525,74,1579,85,bate,invoice details
4,1739,73,1888,114,15-08-2020,invoice details
17,73,120,149,132,"1-G-10,",issuer address
18,158,120,227,131,Lower,issuer address
19,234,120,314,131,Ground,issuer address
20,323,120,380,130,Floor,issuer address
21,803,120,839,131,Tot,issuer address
22,847,120,918,132,"47594,",issuer address
23,928,120,1003,131,Mukim,issuer address
24,1013,120,1096,134,Dengkil,issuer address
25,73,140,154,151,D'Pulze,issuer address
26,163,140,271,154,Cyberjaya,issuer address
27,280,140,381,154,Shopping,issuer address
28,389,140,459,151,Centre,issuer address
29,803,140,869,151,63000,issuer address
30,877,140,960,154,"Sepang,",issuer address
31,969,140,1068,154,Sclangor.,issuer address
32,76,171,282,192,Purchase,invoice details
33,298,171,425,192,Order,invoice details
34,570,172,880,194,PO/150011267,invoice details
35,85,215,124,226,To:,shipping address
36,233,214,303,228,A.W.,shipping address
37,314,215,421,228,FABER,shipping address
38,431,214,556,228,CASTEL,shipping address
39,234,239,306,253,"9,JLN",shipping address
40,315,239,364,251,TP2,shipping address
41,1041,232,1120,244,Please,note
42,1129,232,1208,244,advise,note
43,1217,235,1261,247,any,note
44,1271,232,1327,244,item,note
45,1337,232,1412,244,which,note
46,1420,236,1465,247,you,note
47,1475,233,1560,244,cannot,note
48,1569,232,1682,247,despatch,note
49,233,261,299,273,TIMN,shipping address
50,307,261,546,273,PERINDUSTRIAN,shipping address
51,555,261,625,273,SIME,shipping address
52,634,261,690,273,UEP,shipping address
53,1042,251,1211,263,inaccordance,note
54,1220,251,1275,263,with,note
55,1284,255,1328,263,our,note
56,1337,251,1495,263,instructions.,note
58,233,283,307,295,47600,shipping address
59,317,283,439,295,SUBANG,shipping address
60,1215,280,1338,316,Supply,note
61,1338,284,1482,311,ex-stock,note
62,1496,284,1577,311,only:,note
63,2040,284,2048,291,?,note
64,80,335,117,347,Tel,shipping address
65,238,334,396,346,03-80246363,shipping address
66,507,334,556,346,Fax:,shipping address
