Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,160,97,770,165,INVOICE,invoice details
1,366,247,425,261,BILL,shipping address
2,434,247,476,261,TO,shipping address
5,537,274,706,289,Hloom.com,shipping address
6,418,303,487,317,1912,shipping address
7,498,303,624,321,Wayside,shipping address
8,638,303,708,318,Lane,shipping address
9,331,331,386,346,San,shipping address
10,401,331,549,348,"Francisco,",shipping address
11,562,331,606,346,CA,shipping address
12,618,331,708,346,94108,shipping address
13,477,359,549,378,-415,shipping address
14,564,359,615,374,123,shipping address
15,627,359,661,374,45,shipping address
16,674,359,708,374,67,shipping address
17,422,387,706,404,hloom@hloom.com,shipping address
20,936,472,1102,486,SERVICES,
21,131,524,333,551,DECRIPTION,description
22,1265,524,1382,551,HOURS,quantity
23,1520,528,1607,542,RATE,product price
24,1731,528,1875,543,AMOUNT,product net
25,131,556,198,571,Dent,description
26,211,556,329,575,"Repairs,",description
27,344,556,383,575,Up,description
28,393,558,419,571,to,description
29,430,556,469,571,A4,description
30,481,556,542,571,Size,description
31,1390,557,1433,571,3.2,quantity
32,1639,557,1674,571,20,product price
33,1815,556,1914,573,$64.00 ,product net
34,131,585,200,599,Rear,description
35,212,585,315,599,Fender,description
36,326,585,438,603,painting,description
37,1417,585,1433,599,2,quantity
38,1639,585,1674,599,30,product price
39,1815,584,1914,601,$60.00 ,product net
40,131,613,211,628,Panel,description
41,225,613,333,631,Realign,description
42,1399,613,1434,627,34,quantity
43,1639,613,1674,627,20,product price
44,1796,612,1914,629,$680.00 ,product net
45,131,641,198,656,Dent,description
46,211,641,329,659,"Repairs,",description
47,343,641,407,656,Coin,description
48,420,641,481,656,Size,description
49,1420,641,1428,655,1,quantity
50,1639,641,1674,656,60,product price
51,1815,640,1914,658,$60.00 ,product net
52,131,669,198,684,Dent,description
53,211,669,329,688,"Repairs,",description
54,344,669,383,688,Up,description
55,393,670,419,684,to,description
56,431,669,469,683,A4,description
57,481,669,542,684,Size,description
58,1420,669,1428,683,1,quantity
59,1639,669,1674,684,30,product price
60,1815,668,1914,686,$30.00 ,product net
61,131,697,200,712,Rear,description
62,212,697,326,716,Bumper,description
63,338,697,450,716,painting,description
64,1833,696,1914,714,$0.00 ,product net
65,1833,725,1914,742,$0.00 ,product net
66,1833,753,1914,770,$0.00 ,product net
67,1494,801,1672,843,SUBTOTAL,billing info
68,1796,809,1914,827,$894.00 ,billing info
69,1510,838,1575,852,TAX,billing info
70,1587,838,1674,852,RATE,billing info
71,1822,838,1914,853,7.00%,billing info
72,1505,866,1605,881,TOTAL,billing info
73,1613,867,1674,880,TAX,billing info
74,1813,864,1914,883,$62.58 ,billing info
75,1559,890,1673,918,OTHER,billing info
76,1863,894,1914,909,100,billing info
77,1564,922,1674,937,TOTAL,billing info
79,131,979,229,994,Please,note
80,240,980,346,994,contact,note
81,358,979,462,997,[Name],note
82,475,980,500,994,at,note
83,512,979,614,997,[Phone,note
84,625,979,650,997,#],note
85,662,979,718,994,with,note
86,730,983,782,997,any,note
87,792,979,932,997,questions,note
88,945,979,1081,997,regarding,note
89,1093,979,1143,994,this,note
90,1156,979,1255,994,invoice,note
91,1658,1006,1769,1022,Invoice,invoice details
92,1781,1006,1809,1022,#:,invoice details
93,1826,1006,1907,1022,100.1,invoice details
94,131,1035,232,1050,Invoice,invoice details
95,243,1036,268,1050,#:,invoice details
96,283,1035,356,1050,100.1,invoice details
97,1570,1034,1653,1050,Date:,invoice details
98,1667,1034,1780,1054,August,invoice details
99,1793,1034,1819,1052,"9,",invoice details
100,1834,1034,1913,1050,2012,invoice details
101,131,1063,206,1078,Date:,invoice details
102,218,1063,320,1082,August,invoice details
103,331,1063,355,1080,"9,",invoice details
104,130,1091,273,1106,Customer,invoice details
105,286,1091,323,1106,ID:,invoice details
106,336,1092,426,1106,57922,invoice details
107,131,1120,170,1134,Bill,invoice details
108,182,1120,228,1134,To:,invoice details
109,240,1120,351,1134,Andrew,invoice details
110,362,1120,393,1134,G.,invoice details
111,407,1120,503,1134,Garcia,invoice details
112,130,1148,250,1163,Contact:,invoice details
113,263,1148,533,1166,agg@website.com,invoice details
115,274,1470,443,1485,Hloom.com,issuer address
116,461,1470,464,1489,|,issuer address
117,482,1471,553,1485,1912,issuer address
118,564,1470,689,1489,Wayside,issuer address
119,702,1471,768,1485,Lane,issuer address
120,786,1470,789,1489,|,issuer address
121,806,1471,855,1485,San,issuer address
122,869,1471,1014,1488,"Francisco,",issuer address
123,1026,1471,1065,1485,CA,issuer address
124,1075,1471,1167,1485,94108,issuer address
125,1183,1470,1186,1489,|,issuer address
126,1204,1470,1279,1488,-415,issuer address
127,1293,1471,1344,1485,123,issuer address
128,1355,1471,1389,1485,45,issuer address
129,1402,1471,1436,1485,67,issuer address
130,1454,1470,1457,1489,|,issuer address
131,1474,1470,1769,1487,hloom@hloom.com,issuer address
