Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,1726,51,1748,68,#,invoice details
1,1761,50,1902,68,45-2021,invoice details
3,1461,149,1535,177,Date:,invoice details
4,1700,153,1755,168,Dec,invoice details
5,1767,153,1809,170,"31,",invoice details
6,1823,153,1894,168,2019,invoice details
7,287,174,387,193,PETRO,invoice details
8,400,174,449,193,OIL,invoice details
12,1389,197,1446,211,Due,invoice details
13,1460,197,1535,211,Date:,invoice details
14,1700,196,1755,211,Dec,invoice details
15,1767,197,1809,213,"31,",invoice details
16,1823,197,1894,211,2019,invoice details
17,1299,242,1443,259,Balance,invoice details
18,1457,242,1535,259,Due:,invoice details
20,1782,242,1897,259,600,invoice details
21,165,283,277,297,PETRO,issuer address
22,289,283,342,297,OIL,issuer address
23,166,336,205,350,Bill,issuer address
24,219,336,301,351,From:,issuer address
25,615,336,654,350,Bill,shipping address
26,667,336,712,351,To:,shipping address
27,165,368,247,382,Petro,issuer address
28,259,367,320,385,"OIL,",issuer address
29,334,368,467,382,Pakistan,issuer address
30,614,367,719,386,Syslab,shipping address
31,730,368,944,386,Technologies,shipping address
32,164,391,248,406,Office,issuer address
33,260,392,385,409,"29-A,3rd",issuer address
34,400,392,472,406,Floor,issuer address
35,614,391,674,406,Sdn,shipping address
36,688,392,748,406,Bhd,shipping address
37,164,415,231,430,Twin,issuer address
38,244,415,299,434,City,issuer address
39,312,415,392,430,Plaza,issuer address
40,614,416,660,430,4-Mar,shipping address
41,673,415,691,430,B,shipping address
42,705,415,840,430,Incubator,shipping address
43,851,416,875,432,"3,",shipping address
44,166,439,200,454,8-Jan,issuer address
45,214,439,319,454,Markaz,issuer address
46,333,439,490,454,Islamabad.,issuer address
47,613,439,784,457,Technology,shipping address
48,797,439,862,454,Park,shipping address
49,875,439,946,454,Bukit,shipping address
50,164,463,262,480,"44000,",issuer address
51,277,463,400,478,Pakistan,issuer address
52,613,463,668,478,Jalil,shipping address
53,674,459,684,487,",",shipping address
54,615,487,910,505,"KualalLlLumopur,",shipping address
55,614,511,722,525,57000,shipping address
56,615,535,799,553,Malaysia,shipping address
57,1215,657,1337,675,Quantity,quantity
58,1567,653,1632,680,Rate,product price
59,1807,658,1896,671,mount,product net
60,1422,707,1492,721,MYR,product price
61,1504,707,1631,724,"2,200.00",product price
62,1687,707,1756,721,MYR,product net
63,1769,707,1896,724,"2,200.00",product net
64,1422,742,1492,756,MYR,product price
65,1506,742,1631,759,"1,500.00",product price
66,1687,742,1757,756,MYR,product net
67,1771,742,1896,758,"1,500.00",product net
68,1422,776,1492,790,MYR,product price
69,1506,776,1631,793,"1,500.00",product price
70,1687,776,1757,790,MYR,product net
71,1771,776,1896,793,"1,500.00",product net
72,1422,810,1492,824,MYR,product price
73,1504,810,1631,827,"2,000.00",product price
74,1687,810,1757,824,MYR,product net
75,1769,810,1896,827,"2,000.00",product net
76,152,707,250,726,Digital,description
77,263,707,416,726,Marketing,description
78,151,740,214,759,App,description
79,227,740,333,759,Desing,description
80,151,774,219,789,SEO,description
81,151,809,214,827,App,description
82,227,809,433,827,Development,description
83,1454,934,1535,962,Total:,billing info
84,1687,938,1756,952,MYR,billing info
85,1769,938,1896,955,"7,200.00",billing info
86,1336,982,1449,996,Amount,billing info
87,1462,982,1535,996,Paid:,billing info
88,1687,981,1757,996,MYR,billing info
89,1769,982,1896,998,"7,800.00",billing info
90,164,1090,265,1105,Terms:,note
91,165,1123,327,1141,Beneficiary,note
92,339,1123,419,1137,bears,note
93,430,1123,475,1137,the,note
94,489,1123,632,1141,Exchange,note
95,646,1123,712,1137,Rate,note
96,724,1123,893,1137,differences.,note
97,164,1150,224,1164,This,note
98,237,1150,258,1164,is,note
99,270,1151,372,1168,system,note
100,385,1149,539,1164,Generated,note
101,552,1150,653,1164,invoice,note
102,665,1150,717,1164,and,note
103,729,1150,799,1164,does,note
104,812,1151,856,1164,not,note
105,868,1150,968,1168,require,note
106,981,1150,1223,1168,signature/stamp.,note
