Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,120,142,190,176,Mi,invoice details
1,189,142,267,176,46,invoice details
2,272,146,422,172,ft,invoice details
3,383,142,576,176,"""p=,",invoice details
4,105,142,314,217,iva.,invoice details
5,797,158,995,179,INVOICE,invoice details
6,1011,159,1024,179,/,invoice details
7,1043,158,1253,179,RECEIPT,invoice details
9,76,241,223,253,MALAYSIA,shipping address
10,234,241,345,253,DIGITAL,shipping address
11,356,241,501,253,ECONOMY,shipping address
12,510,241,722,253,CORPORATION,shipping address
13,732,241,790,253,SDN,shipping address
14,802,241,860,253,BHD,shipping address
15,870,241,1012,256,(389346-D),shipping address
16,75,261,167,276,eXpats,shipping address
17,177,260,277,273,Service,shipping address
18,287,260,375,273,Centre,shipping address
19,76,280,138,292,Suite,shipping address
20,148,280,192,294,"2.1,",shipping address
21,205,280,269,292,Level,shipping address
22,280,280,300,294,"2,",shipping address
23,313,280,367,292,East,shipping address
24,377,280,447,295,"Wing,",shipping address
25,1426,283,1603,296,INV/RECEIPT,invoice details
26,1613,283,1653,296,NO,invoice details
27,1676,287,1681,295,:,invoice details
28,1707,283,1868,296,190027756D,shipping address
29,75,300,136,311,3539,shipping address
30,148,299,223,311,Mercu,shipping address
31,235,299,297,312,MQA,shipping address
32,308,299,418,315,(formerly,shipping address
33,428,299,507,311,known,shipping address
34,518,302,546,311,as,shipping address
35,556,299,608,311,Axis,shipping address
36,620,299,723,315,"Eureka),",shipping address
37,75,319,140,331,Jalan,shipping address
38,151,319,277,331,Teknokrat,shipping address
39,287,319,307,333,"7,",shipping address
40,318,319,395,331,63000,shipping address
41,406,319,539,334,"Cyberjaya,",shipping address
42,1426,309,1500,321,DATE,invoice details
43,1676,319,1681,321,:,invoice details
44,1706,309,1736,321,O07,invoice details
45,1746,309,1842,324,August,invoice details
46,1852,309,1914,321,2019,invoice details
47,76,338,194,353,"Selangor,",shipping address
48,206,338,317,353,Malaysia,shipping address
49,1426,325,1549,357,REPRINT,invoice details
50,1676,338,1681,347,:,invoice details
51,1706,335,1736,347,O05,invoice details
52,1747,335,1884,347,November,invoice details
53,1894,335,1955,347,2020,invoice details
54,75,358,112,370,Tel,shipping address
55,125,361,128,369,:,shipping address
56,139,358,241,370,15-Mar,shipping address
57,251,358,400,370,3106/3157,shipping address
58,77,377,128,389,Fax:,shipping address
59,139,377,241,389,15-Mar,shipping address
60,251,377,313,389,3008,shipping address
61,111,422,225,434,Received,issuer address
62,237,422,307,434,From:,issuer address
63,109,447,222,459,SYSLAB,issuer address
64,232,447,459,459,TECHNOLOGIES,issuer address
65,469,447,534,459,SDN.,issuer address
66,547,447,612,459,BHD.,issuer address
67,623,447,768,462,(N-S00133),issuer address
68,110,467,147,479,Lot,issuer address
69,158,467,198,479,No.,issuer address
70,209,467,318,481,"3A-2A-2,",issuer address
71,330,467,363,479,3A,issuer address
72,374,467,436,479,Floor,issuer address
73,109,486,187,498,Tower,issuer address
74,196,487,210,498,2,issuer address
75,220,486,246,500,@,issuer address
76,258,486,339,500,"PFCC,",issuer address
77,350,486,416,498,Jalan,issuer address
78,428,486,499,498,Puteri,issuer address
79,511,486,554,500,"1/2,",issuer address
80,110,506,200,518,Bandar,issuer address
81,211,506,288,520,"Puteri,",issuer address
82,301,506,409,521,Puchong,issuer address
83,109,525,222,540,Selangor,issuer address
84,109,551,199,563,TEL:03,issuer address
85,209,551,270,563,8600,issuer address
86,281,551,342,563,7156,issuer address
97,111,576,170,588,FAX:,issuer address
98,111,641,239,653,Reference,issuer address
99,250,641,289,653,No.,issuer address
100,392,644,395,652,:,issuer address
101,407,640,762,653,BPP/14023/JHABQ5549132,issuer address
102,109,666,225,682,Applicant,issuer address
103,236,666,308,678,Name,issuer address
104,392,670,395,678,:,issuer address
105,407,666,556,678,MEHMOOD,issuer address
106,566,666,651,678,YASIR,issuer address
107,98,727,152,759,No.,
108,211,737,263,749,IMM,
109,274,737,343,749,Code,
110,393,727,558,759,Description,description
111,1106,737,1208,753,Deposit,
112,1219,737,1288,749,Code,
113,1409,737,1455,749,Fee,product price
114,1465,737,1526,752,(RM)|_,product price
115,1564,737,1678,753,Quantity,quantity
116,1761,737,1867,749,Amount,product net
117,1877,737,1938,752,(RM),product net
118,111,763,129,775,1,
119,210,763,287,775,22130,
120,404,763,467,775,VISA,description
121,478,763,614,775,MULTIPLE,description
122,626,763,720,775,ENTRY,description
123,1106,753,1183,785,71307,
124,1457,763,1527,775,40,product price
125,1615,763,1622,775,4,quantity
126,1868,763,1938,775,40,product net
127,99,778,129,810,2,
128,210,789,298,801,340121,
129,405,789,467,800,PER.,description
130,480,789,555,801,BARU,description
131,567,788,620,801,PAS,description
132,632,788,811,801,PENGGAJIAN,description
133,822,789,956,801,JAWATAN,description
134,969,789,1028,800,LAIN,description
135,1106,789,1182,801,71305,
136,1441,789,1527,801,400,product price
137,1615,789,1622,800,4,quantity
138,1853,789,1938,801,400,product net
139,99,804,129,836,3,
140,210,815,303,826,984200,
141,405,814,520,826,PROSES,description
142,532,814,586,826,PAS,description
143,597,814,878,826,PENGGAJIAN/KERJA,description
144,1106,815,1182,826,72437,
145,1443,815,1527,826,125,product price
146,1615,815,1622,826,4,quantity
147,1855,815,1938,826,125,product net
148,109,840,129,852,4,
149,210,840,303,852,222400,
150,404,840,467,852,VISA,description
151,477,840,579,852,SINGLE,description
152,591,840,685,852,ENTRY,description
153,695,840,743,855,(JP),description
154,1106,840,1183,852,71307,
155,1474,840,1527,852,0,product price
156,1615,840,1622,852,4,quantity
157,1885,840,1938,852,0,product net
158,99,856,129,888,5,
159,210,866,303,878,222500,
160,405,866,537,877,BAYARAN,description
161,550,866,665,878,PROSES,description
162,675,866,706,878,JP.,description
163,1106,866,1183,878,71307,
164,1474,866,1527,878,0,product price
165,1615,866,1622,877,4,quantity
166,1885,866,1938,878,0,product net
167,1587,891,1681,904,TOTAL,billing info
168,1691,891,1700,896,*,billing info
169,1853,892,1938,904,565,billing info
170,113,928,250,940,PAYMENT,
171,260,928,388,940,DETAILS:,
172,155,959,252,971,Method,
173,263,959,293,971,Of,
174,304,959,420,976,Payment,
175,641,949,747,981,Number,
176,1004,949,1063,981,Date,
177,1187,959,1303,976,Payment,
178,1313,959,1419,971,Amount,
179,1429,959,1490,976,(RM),
180,1578,959,1706,976,Applicant,
181,1716,959,1821,971,Amount,
182,1831,959,1892,976,(RM),
183,262,971,309,1003,FPXx,
184,504,981,882,993,MDK00000000000000137398,
185,963,981,1103,993,7/8/2019,
186,1445,982,1530,993,565,
187,1847,982,1932,993,565,
189,104,1046,112,1050,*~,note
190,123,1046,215,1058,Service,note
191,225,1046,271,1058,Tax,note
192,281,1053,288,1054,-,note
193,299,1046,348,1058,Non,note
194,358,1046,458,1058,Taxable,note
195,469,1046,561,1058,Service,note
198,71,1132,155,1144,Please,note
199,166,1132,230,1144,Note:,note
200,69,1151,121,1164,This,note
201,132,1151,216,1167,receipt,note
202,226,1151,244,1164,is,note
203,254,1152,372,1167,computer,note
204,381,1151,507,1167,generated,note
205,518,1151,562,1164,and,note
206,574,1154,602,1164,no,note
207,613,1151,728,1167,signature,note
208,739,1151,757,1164,is,note
209,768,1151,876,1167,required.,note
210,69,1171,121,1183,This,note
211,132,1171,215,1186,receipt,note
212,226,1171,244,1183,is,note
213,254,1171,304,1186,only,note
214,314,1171,370,1183,valid,note
215,381,1171,470,1186,subject,note
216,479,1172,501,1183,to,note
217,512,1171,572,1183,bank,note
218,581,1171,703,1183,clearance,note
219,713,1171,735,1183,of,note
220,744,1171,782,1183,the,note
221,793,1172,900,1186,payment,note
222,910,1171,985,1183,made.,note
