Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,223,171,279,182,PDT,invoice details
1,286,171,410,182,Reference,invoice details
2,420,171,462,182,No.,invoice details
3,224,222,280,237,Page,invoice details
4,944,93,1092,107,Purchase,invoice details
5,1104,93,1201,107,Order,invoice details
6,754,208,894,217,6120043443,invoice details
7,643,222,647,233,lL,invoice details
8,660,222,701,233,of2,invoice details
9,1068,142,1176,153,Purchase,invoice details
10,1186,142,1260,153,Order,invoice details
11,1266,142,1307,153,No.,invoice details
12,1068,164,1176,175,Purchase,invoice details
13,1186,164,1260,175,Order,invoice details
14,1266,164,1323,175,Date,invoice details
15,1458,152,1462,153,:,invoice details
16,1493,142,1714,153,10039-6120043443,invoice details
17,1458,174,1462,175,2,invoice details
18,1489,164,1619,175,9/12/2020,invoice details
19,1068,193,1156,204,Printed,invoice details
20,1162,196,1191,204,on,invoice details
21,1458,196,1462,204,2,invoice details
22,1494,193,1619,204,10/12/2020,invoice details
23,1627,193,1724,204,8:19:16,invoice details
24,1070,222,1182,237,Expected,invoice details
25,1190,222,1285,233,Receive,invoice details
26,1296,222,1352,233,Date,invoice details
27,1362,222,1385,233,&,invoice details
28,1393,222,1462,233,Time:,invoice details
29,1489,221,1619,233,30/12/2020,invoice details
30,1632,222,1724,233,18:00:00,invoice details
32,231,244,322,255,Vendor,issuer address
36,1078,244,1170,259,Ship-To,shipping address
37,1180,244,1284,255,Location,shipping address
40,224,266,295,277,4516,issuer address
41,305,266,415,277,AWFAO2,issuer address
42,225,288,508,299,A.W.FABER-CASTELL,issuer address
43,515,288,557,302,(MD),issuer address
44,566,288,622,299,SDN,issuer address
45,630,288,689,299,BHD,issuer address
46,226,310,281,322,NO.9,issuer address
47,290,320,295,324,",",issuer address
48,303,310,390,322,JALAN,issuer address
49,400,310,432,322,TP,issuer address
50,440,310,453,322,2,issuer address
51,224,332,324,344,TAMAN,issuer address
52,334,332,555,344,PERINDUSTRLIAN,issuer address
53,566,332,633,344,SIME,issuer address
54,642,333,698,346,"UEP,",issuer address
55,223,354,295,366,47600,issuer address
56,305,354,419,366,SUBANG,issuer address
57,427,354,500,366,JAYA,issuer address
58,507,354,658,366,SELANGOR,issuer address
59,663,355,758,366,DARUL,issuer address
60,764,354,856,366,LLISAN,issuer address
61,224,376,260,388,‘Vel,issuer address
62,268,380,271,388,:,issuer address
63,279,377,433,388,03-56334718,issuer address
64,442,369,524,397,563347,issuer address
65,537,377,573,388,ax,issuer address
66,582,380,585,388,:,issuer address
67,592,377,745,388,O3-56341231,issuer address
68,1075,266,1141,277,10039,shipping address
69,1150,266,1189,277,TW,shipping address
70,1070,288,1174,299,Beonsave,shipping address
71,1183,288,1238,299,Cash,shipping address
72,1246,288,1268,299,&,shipping address
73,1275,288,1339,303,Carry,shipping address
74,1346,288,1401,302,(IW),shipping address
75,1410,288,1453,299,Sdn,shipping address
76,1460,288,1505,299,Bhd,shipping address
77,1070,311,1108,322,Lot,shipping address
78,1116,310,1247,324,"326,Mukim",shipping address
79,1252,311,1271,323,"7,",shipping address
80,1283,310,1352,322,14300,shipping address
81,1361,310,1465,325,Seberang,shipping address
82,1472,311,1528,322,Perai,shipping address
83,1535,310,1620,324,"Selatan,",shipping address
84,1070,332,1130,344,Pulau,shipping address
85,1137,332,1214,347,Pinang.,shipping address
86,1070,376,1106,388,‘Vel,shipping address
87,1114,380,1117,388,:,shipping address
88,1124,376,1300,388,04-5821562/63,shipping address
89,1380,377,1423,388,liax,shipping address
90,1431,380,1434,388,:,shipping address
91,1442,376,1583,388,04-5821564,shipping address
96,225,399,307,410,E-mail:,issuer address
97,1072,399,1153,410,E-mail:,shipping address
98,231,422,266,430,Trem,
99,476,407,589,441,Description,description
100,1085,421,1197,430,SKU/Order,
101,1206,421,1246,430,Unit,
102,1335,422,1395,430,Order,
103,1404,422,1450,430,Pack,
104,1547,407,1590,441,Toral|,quantity
105,1663,421,1703,430,Unie,product price
106,1711,421,1762,430,Price,product price
107,1844,422,1921,430,Amoung],product net
108,231,425,312,459,Rarcede,
109,1090,425,1174,459,Capacity,
110,1413,440,1453,449,Unit],
111,1551,427,1581,461,Qty,quantity
112,1871,440,1920,450,aan,product price
113,370,455,429,494,aos,product net
114,469,469,503,480,[FC,description
115,512,469,573,480,URU,description
116,581,469,633,480,ALL,description
117,640,469,766,480,PURPOSE,description
118,773,469,873,480,7ML-PB,description
119,881,469,918,480,OF,description
120,932,469,935,480,1,description
121,948,469,1062,480,91040375,description
122,1417,459,1450,490,se,
123,1547,453,1592,488,10.0],quantity
124,1684,453,1762,487,2.02,product price
125,1856,469,1920,480,20.20],product net
126,225,499,417,529,8135003,
127,469,508,503,520,FC,description
128,513,508,600,520,CLICK,description
129,607,508,729,520,BALLPEN,description
130,740,508,827,523,(BLUE),description
131,835,508,865,520,4S,description
132,874,508,962,520,0.5MM,description
133,971,508,1053,520,142593,description
134,1416,499,1452,529,Sel,
135,1542,494,1592,527,20.0],quantity
136,1683,508,1762,520,2.21,product price
137,1855,508,1920,520,44.2,product net
138,269,538,355,569,oes,
139,362,558,419,569,soxe,
140,470,548,504,559,[FC,description
141,513,548,598,559,CLICK,description
142,608,548,729,559,BALLPEN,description
143,740,548,825,562,(ASST),description
144,833,548,863,559,4S,description
145,872,548,958,559,0.5MM,description
146,971,548,1052,559,142594,description
