Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,77,77,201,102,MPH,issuer address
1,226,78,270,108,@,issuer address
2,303,69,512,107,D'Pulze,issuer address
3,1525,74,1579,85,Date,invoice details
4,1739,69,1888,95,15-08-2020,invoice details
5,1739,98,1797,114,Page,invoice details
6,1806,98,1818,110,3,invoice details
7,1828,98,1854,110,of,invoice details
8,1861,98,1873,110,3,invoice details
20,73,120,149,132,"1.G-10,",issuer address
21,158,120,227,131,Lower,issuer address
22,234,120,314,131,Ground,issuer address
23,323,120,380,130,Floor,issuer address
24,803,120,839,131,Tot,issuer address
25,847,120,918,132,"47594,",issuer address
26,928,120,1003,131,Mukim,issuer address
27,1013,120,1096,134,Dengkil,issuer address
28,73,140,154,151,D'Pulze,issuer address
29,163,140,271,154,Cyberjaya,issuer address
30,280,140,381,154,Shopping,issuer address
31,389,140,459,151,Centre,issuer address
32,803,140,869,151,63000,issuer address
33,877,140,960,154,"Sepang,",issuer address
34,969,140,1068,154,Sclangor.,issuer address
35,76,171,282,192,Purchase,invoice details
36,298,171,425,192,Order,invoice details
37,570,172,881,194,PO/150011266,invoice details
38,85,215,124,226,To:,shipping address
39,233,214,303,228,A.W.,shipping address
40,314,215,421,228,FABER,shipping address
41,431,214,556,228,CASTEL,shipping address
42,234,239,306,251,9.JLN,shipping address
43,315,239,364,251,TP2,shipping address
44,1041,232,1120,244,Please,note
45,1129,232,1208,244,advise,note
46,1217,235,1261,247,any,note
47,1271,232,1327,244,item,note
48,1337,232,1412,244,which,note
49,1420,236,1465,247,you,note
50,1475,233,1560,244,cannot,note
51,1569,232,1682,247,despatch,note
52,233,249,299,273,TMN,shipping address
53,307,261,546,273,PERINDUSTRIAN,shipping address
54,555,261,625,273,SIME,shipping address
55,634,261,690,273,UEP,shipping address
56,1042,251,1211,263,inaccordance,note
57,1220,251,1275,263,with,note
58,1284,255,1328,263,our,note
59,1337,251,1495,263,instructions.,note
60,1908,250,1919,256,~,note
69,233,283,307,295,47600,shipping address
70,318,283,439,295,SUBANG,shipping address
71,1104,284,1210,306,PYease,note
72,1222,280,1334,315,supply,note
