,xmin,ymin,xmax,ymax,Object,labels
12,528,185,664,216,KYC,issuer address
13,1358,196,1470,210,Invoice,invoice details
14,1483,196,1532,210,No.,invoice details
15,1772,197,1823,210,123,invoice details
18,482,228,540,244,IYC,issuer address
19,554,228,629,244,main,issuer address
20,645,228,727,244,Road,issuer address
21,284,258,343,268,PETRO,issuer address
22,352,258,381,268,OIL,issuer address
23,482,252,539,269,IYC,issuer address
24,554,253,629,269,main,issuer address
25,645,253,737,271,"Road,",issuer address
26,751,253,871,269,321456,issuer address
27,1160,253,1280,269,654123,invoice details
28,482,277,534,293,‘ine,issuer address
29,549,277,638,293,Deals,issuer address
30,651,277,698,293,fax,issuer address
31,712,277,786,293,Main,issuer address
32,803,277,885,293,Road,issuer address
33,1483,301,1732,328,INVOICE,invoice details
34,1771,310,1832,319,=,invoice details
35,308,347,462,362,Customer,shipping address
36,222,373,308,387,Name,shipping address
37,389,373,449,387,A2Z,shipping address
38,460,372,689,387,Communication,shipping address
39,1315,369,1381,397,Date,invoice details
40,1551,373,1712,387,10/31/2019,invoice details
41,220,393,340,421,Address,shipping address
42,391,397,432,411,Hill,shipping address
43,447,397,512,411,Park,shipping address
44,524,397,567,411,NY,shipping address
45,1313,397,1397,411,Order,invoice details
46,1410,397,1456,411,No.,invoice details
47,1551,397,1583,411,12,invoice details
48,210,417,276,444,City,shipping address
49,391,421,456,435,NYC,shipping address
50,759,421,834,435,State,shipping address
51,851,421,893,435,NY,shipping address
52,971,421,1021,435,ZIP,shipping address
53,1036,421,1145,435,362514,shipping address
54,1315,421,1372,439,Rep,invoice details
55,1550,421,1584,435,Nil,invoice details
56,223,441,314,468,Phone,shipping address
57,389,445,498,459,415263,shipping address
58,1315,445,1380,459,FOB,invoice details
59,1550,445,1593,459,NY,invoice details
60,273,493,327,511,Qty,quantity
61,756,489,935,516,Description,description
62,1350,493,1411,507,Unit,product price
63,1424,493,1502,507,Price,product price
64,1633,493,1742,507,TOTAL,product net
65,291,517,307,531,2,quantity
66,390,517,457,531,SEO,description
67,1405,516,1521,533,$200.00 ,product price
68,1695,516,1812,533,$400.00 ,product net
69,291,541,307,555,4,quantity
70,391,537,516,564,Hostings,description
71,1405,540,1521,557,$150.00 ,product price
72,1695,540,1812,557,$600.00 ,product net
73,293,565,301,579,1,quantity
74,389,565,458,579,Web,description
75,471,565,570,583,Design,description
76,1405,564,1521,581,$200.00 ,product price
77,1695,564,1812,581,$200.00 ,product net
78,293,589,301,603,1,quantity
79,389,589,458,603,Web,description
80,471,589,663,607,Development,description
81,1405,588,1521,605,$300.00 ,product price
82,1695,588,1812,605,$300.00 ,product net
83,291,613,307,627,2,quantity
84,389,613,447,631,App,description
85,460,613,652,631,Development,description
86,1405,612,1521,629,$300.00 ,product price
87,1695,612,1812,629,$600.00 ,product net
88,293,637,301,651,1,quantity
89,390,636,477,651,Social,description
90,491,637,578,651,Media,description
91,590,637,732,655,Marketing,description
92,1405,636,1521,653,$250.00 ,product price
93,1695,636,1812,653,$250.00 ,product net
94,1384,920,1514,948,SubTotal,billing info
95,1667,923,1812,941,"$2,350.00 ",billing info
96,349,945,484,963,Payment,note
97,497,945,603,960,Details,note
98,1217,948,1342,967,Shipping,billing info
99,1355,949,1374,963,&,billing info
100,1388,948,1514,967,Handling,billing info
101,1732,948,1812,965,$7.00 ,billing info
102,335,971,367,989,©,note
103,436,966,510,997,Cash,note
104,1190,965,1279,996,Taxes,billing info
105,1388,972,1462,987,State,billing info
106,346,991,354,1021,oO,note
107,436,996,529,1011,Check,note
108,342,1015,357,1043,Oo,note
109,436,1020,523,1035,Credit,note
110,534,1020,603,1035,Card,note
111,1405,1020,1515,1035,TOTAL,billing info
112,1667,1019,1812,1037,"$2,357.00 ",billing info
113,289,1052,374,1066,Name,note
114,389,1052,455,1066,ABC,note
115,468,1052,601,1066,Solutions,note
116,301,1076,346,1090,CC,note
117,358,1077,375,1090,#,note
118,389,1076,554,1090,362514987,note
119,1253,1076,1338,1091,Office,note
120,1352,1076,1407,1091,Use,note
121,1419,1076,1485,1095,Only,note
122,558,1100,664,1118,Expires,note
124,804,1207,887,1222,Insert,note
125,897,1207,959,1222,Fine,note
126,970,1207,1038,1222,Print,note
127,1048,1207,1118,1222,Here,note
130,732,1322,815,1337,Insert,note
131,825,1322,950,1337,Farewell,note
132,959,1322,1111,1337,Statement,note
133,1120,1322,1190,1337,Here,note
