Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
0,301,137,585,202,Google,invoice details
1,807,155,980,179,Monthly,invoice details
2,1034,155,1217,179,invoice,invoice details
3,804,184,878,203,Jan,invoice details
4,897,184,928,207,"1,",invoice details
5,945,180,1042,213,2017,invoice details
6,1059,194,1071,197,-,invoice details
7,1085,184,1159,203,Jan,invoice details
8,1176,184,1234,207,"31,",invoice details
9,1251,184,1348,203,2017,invoice details
10,303,212,405,229,Google,issuer address
11,415,212,476,226,Asia,issuer address
12,490,212,583,226,Pacific,issuer address
13,595,212,648,226,Pte.,issuer address
14,662,212,711,226,Ltd.,issuer address
15,804,215,935,241,Services,invoice details
16,1244,219,1346,237,Google,invoice details
17,1357,220,1489,233,AdWords,invoice details
18,303,238,336,252,70,issuer address
19,349,238,421,252,Pasir,issuer address
20,432,238,547,256,Panjang,issuer address
21,561,238,634,252,Road,issuer address
22,792,244,852,277,Bill,invoice details
23,913,253,942,267,ID,invoice details
24,1244,253,1480,267,0724-8284-3023,invoice details
25,302,264,409,280,"#03-71,",issuer address
26,423,264,564,281,Mapletree,issuer address
27,577,264,706,278,Business,issuer address
28,718,264,772,282,City,issuer address
32,303,290,448,308,Singapore,issuer address
33,462,290,559,304,117371,issuer address
34,804,286,914,304,Google,invoice details
35,925,287,1067,300,AdWords,invoice details
36,1080,287,1109,300,ID,invoice details
37,1244,287,1444,300,819-637-6714,invoice details
38,302,324,353,338,Tax,invoice details
39,366,324,564,338,Identification,invoice details
40,578,324,699,338,Number,invoice details
41,805,320,914,334,Invoice,invoice details
42,927,320,1048,334,Number,invoice details
43,1244,320,1683,334,6775-3001-2058-6094-012017,invoice details
44,302,350,487,364,200817984R,invoice details
45,805,354,914,368,Invoice,invoice details
46,927,354,994,367,Date,invoice details
47,1243,354,1292,367,Jan,invoice details
48,1306,354,1346,370,"31,",invoice details
49,1359,354,1429,368,2017,invoice details
50,304,383,349,397,Bill,shipping address
51,361,383,406,397,To:,shipping address
52,303,409,398,427,Syslab,shipping address
53,408,410,597,427,Technologies,shipping address
54,609,409,663,423,Sdn,shipping address
55,677,410,730,423,Bhd,shipping address
56,304,436,438,449,NADEEM,shipping address
57,452,436,592,450,HUSSAIN,shipping address
58,303,462,368,476,3-4B,shipping address
59,382,462,515,476,Incubator,shipping address
60,525,462,548,478,"3,",shipping address
61,561,462,724,480,Technology,shipping address
62,737,462,801,476,Park,shipping address
63,304,488,428,506,Malaysia,shipping address
64,304,514,373,528,Bukit,shipping address
65,384,514,436,528,Jalil,shipping address
66,303,540,390,554,57000,shipping address
67,403,541,482,554,Kuala,shipping address
68,495,541,604,558,Lumpur,shipping address
69,304,567,407,581,KUALA,shipping address
70,419,567,553,581,LUMPUR,shipping address
71,304,593,428,610,Malaysia,shipping address
72,805,639,921,654,Record,
73,935,639,967,654,of,
74,979,640,1138,658,payments,
75,1152,639,1290,654,received,
77,397,703,446,717,Jan,
78,461,703,500,719,"10,",
79,513,703,583,717,2017,
80,841,757,957,772,Record,
81,970,757,1003,772,of,
82,1014,757,1108,772,Costs,
83,1121,757,1180,772,and,
84,1192,757,1256,771,VAT,
86,403,787,470,812,Date,
88,813,787,988,812,Description,
90,1333,787,1404,812,Cost,
92,1613,787,1686,812,Total,
